fiscal_year,Query_Run,Customer,SubCustomer,productorservicearea,FundingMechanismClassification,SumOfobligatedAmount,SumOfnumberOfActions
2006,08:22.5,Defense,Army,Clothing & Subsistence,Cost Sharing,27098.87,5
2006,08:22.5,Defense,Army,Electronics & Communications,Fixed Price Incentive,21102835,5
2006,08:22.5,Defense,Army,Electronics & Communications,Fixed Price with Economic Price Adjustment,45164324.86,363
2006,08:22.5,Defense,Army,Electronics & Communications,Labor Hours,299826,8
2006,08:22.5,Defense,Army,Electronics & Communications,Time and Materials,230633820,201
2006,08:22.5,Defense,Army,ERS,Cost No Fee,419405962,225
2006,08:22.5,Defense,Army,ERS,Cost Sharing,338012,6
2006,08:22.5,Defense,Army,ERS,Fixed Price with Economic Price Adjustment,403807110,144
2006,08:22.5,Defense,Army,ERS,Labor Hours,40042119.77,26
2006,08:22.5,Defense,Army,FRS&C,Cost Plus Fixed Fee,387867484.2,869
2006,08:22.5,Defense,Army,FRS&C,Firm Fixed Price,18690775577,68810
2006,08:22.5,Defense,Army,Ground Vehicles,Combination (two or more),9971000,1
2006,08:22.5,Defense,Army,Ground Vehicles,Labor Hours,0,1
2006,08:22.5,Defense,Army,ICT,Cost Plus Fixed Fee,279096849.1,303
2006,08:22.5,Defense,Army,ICT,Fixed Price Award Fee,6807754.03,8
2006,08:22.5,Defense,Army,Launchers & Munitions,Cost Plus Award Fee,279226.37,5
2006,08:22.5,Defense,Army,Launchers & Munitions,Order Dependent (IDV only),0,NULL
2006,08:22.5,Defense,Army,MED,Fixed Price Level of Effort,0,1
2006,08:22.5,Defense,Army,Missiles & Space,Cost Plus Incentive,242424561,51
2006,08:22.5,Defense,Army,Other,Cost No Fee,16429178,59
2006,08:22.5,Defense,Army,Other,Cost Sharing,88271.08,9
2006,08:22.5,Defense,Army,PAMS,Firm Fixed Price,6487565374,48057
2006,08:22.5,Defense,Army,R&D,Cost Plus Incentive,419126728,206
2006,08:22.5,Defense,DLA,ICT,Labor Hours,641468,2
2006,08:22.5,Defense,DLA,Other,Firm Fixed Price,2695960845,101475
2006,08:22.5,Defense,DLA,Other,Fixed Price Incentive,1754692,124
2006,08:22.5,Defense,MDA,FRS&C,Cost Plus Award Fee,134554260,140
2006,08:22.5,Defense,MDA,ICT,Combination (two or more),22987190,24
2006,08:22.5,Defense,MDA,ICT,Firm Fixed Price,304922,6
2006,08:22.5,Defense,MDA,PAMS,Combination (two or more),157620063,200
2006,08:22.5,Defense,MilitaryHealth,Electronics & Communications,Firm Fixed Price,405358.59,29
2006,08:22.5,Defense,MilitaryHealth,Other,Firm Fixed Price,242379.88,12
2006,08:22.5,Defense,Navy,NULL,Cost Plus Fixed Fee,3363664,27
2006,08:22.5,Defense,Navy,NULL,Order Dependent (IDV only),0,NULL
2006,08:22.5,Defense,Navy,Clothing & Subsistence,Cost Plus Fixed Fee,20437,3
2006,08:22.5,Defense,Navy,Clothing & Subsistence,Fixed Price Award Fee,-26,2
2006,08:22.5,Defense,Navy,Electronics & Communications,Cost No Fee,58645.75,4
2006,08:22.5,Defense,Navy,Electronics & Communications,Order Dependent (IDV only),0,NULL
2006,08:22.5,Defense,Navy,Engines & Power Plants,Time and Materials,326060,8
2006,08:22.5,Defense,Navy,ERS,Cost No Fee,29814019,16
2006,08:22.5,Defense,Navy,ERS,Cost Plus Award Fee,924323851.8,2667
2006,08:22.5,Defense,Navy,ERS,Fixed Price with Economic Price Adjustment,256999843,60
2006,08:22.5,Defense,Navy,ERS,Labor Hours,15147981,79
2006,08:22.5,Defense,Navy,ERS,Order Dependent (IDV only),0,NULL
2006,08:22.5,Defense,Navy,FRS&C,Cost Plus Fixed Fee,508168811.2,74
2006,08:22.5,Defense,Navy,FRS&C,Fixed Price Level of Effort,2999834,1
2006,08:22.5,Defense,Navy,FRS&C,Other (none of the above),223101.16,3
2006,08:22.5,Defense,Navy,Ground Vehicles,Fixed Price Award Fee,0,NULL
2006,08:22.5,Defense,Navy,Launchers & Munitions,Firm Fixed Price,1589701500,1931
2006,08:22.5,Defense,Navy,Launchers & Munitions,Fixed Price Award Fee,335727,2
2006,08:22.5,Defense,Navy,MED,Firm Fixed Price,351544319,4578
2006,08:22.5,Defense,Navy,Missiles & Space,Cost Plus Incentive,1154423762,74
2006,08:22.5,Defense,Navy,Other,Cost No Fee,10465328,5
2006,08:22.5,Defense,Navy,Other,Cost Plus Award Fee,52200024.9,45
2006,08:22.5,Defense,Navy,Other,Labor Hours,9900,1
2006,08:22.5,Defense,Navy,Other,Order Dependent (IDV only),0,NULL
2006,08:22.5,Defense,Navy,PAMS,Time and Materials,718784420.8,4043
2006,08:22.5,Defense,Navy,R&D,Cost Plus Incentive,831228891,128
2006,08:22.5,Defense,Navy,R&D,Cost Sharing,19419160.26,40
2006,08:22.5,Defense,Navy,R&D,Labor Hours,2397179.2,129
2006,08:22.5,Defense,Other DoD,NULL,Not Reported,-1465.25,2
2006,08:22.5,Defense,Other DoD,Aircraft,Firm Fixed Price,150580641.1,288
2006,08:22.5,Defense,Other DoD,Clothing & Subsistence,Not Reported,6442365,176
2006,08:22.5,Defense,Other DoD,Electronics & Communications,Firm Fixed Price,779756742,5054
2006,08:22.5,Defense,Other DoD,Electronics & Communications,Fixed Price Award Fee,-6750,1
2006,08:22.5,Defense,Other DoD,ERS,Time and Materials,26971448.58,48
2006,08:22.5,Defense,Army,PAMS,Time and Materials,3694358142,5636
2006,08:22.5,Defense,Army,Ships,Firm Fixed Price,96371740.39,604
2006,08:22.5,Defense,DLA,Clothing & Subsistence,Fixed Price with Economic Price Adjustment,198619490,2763
2006,08:22.5,Defense,DLA,Electronics & Communications,Combination (two or more),88515,1
2006,08:22.5,Defense,DLA,FRS&C,Fixed Price with Economic Price Adjustment,14746698.41,24
2006,08:22.5,Defense,DLA,FRS&C,Other (none of the above),378000,3
2006,08:22.5,Defense,DLA,Ground Vehicles,Fixed Price Redetermination,400960,11
2006,08:22.5,Defense,DLA,ICT,Firm Fixed Price,206100776.9,1657
2006,08:22.5,Defense,DLA,ICT,Fixed Price Redetermination,24500,1
2006,08:22.5,Defense,DLA,ICT,Time and Materials,39175565.24,60
2006,08:22.5,Defense,DLA,Launchers & Munitions,Firm Fixed Price,91933743,4206
2006,08:22.5,Defense,DLA,MED,Firm Fixed Price,1044586,41
2006,08:22.5,Defense,DLA,Missiles & Space,Firm Fixed Price,17047964.96,880
2006,08:22.5,Defense,DLA,Missiles & Space,Not Reported,210681,8
2006,08:22.5,Defense,DLA,Other,Labor Hours,195759093,2998
2006,08:22.5,Defense,DLA,Other,Order Dependent (IDV only),0,NULL
2006,08:22.5,Defense,DLA,PAMS,Combination (two or more),868300,4
2006,08:22.5,Defense,DLA,PAMS,Cost No Fee,480001,1
2006,08:22.5,Defense,DLA,PAMS,Time and Materials,57748782.36,216
2006,08:22.5,Defense,DLA,Ships,Firm Fixed Price,112127486,2524
2006,08:22.5,Defense,MDA,FRS&C,Combination (two or more),14037323.55,24
2006,08:22.5,Defense,MDA,R&D,Combination (two or more),14694615,29
2006,08:22.5,Defense,MDA,R&D,Cost No Fee,201973947,50
2006,08:22.5,Defense,MDA,R&D,Cost Plus Award Fee,2203370620,154
2006,08:22.5,Defense,MilitaryHealth,ICT,Not Reported,32393,1
2006,08:22.5,Defense,MilitaryHealth,MED,Fixed Price Redetermination,92349617,21
2006,08:22.5,Defense,Navy,NULL,Not Reported,-161,4
2006,08:22.5,Defense,Navy,Aircraft,Fixed Price Incentive,239636990,26
2006,08:22.5,Defense,Navy,Aircraft,Not Reported,7734165,128
2006,08:22.5,Defense,Navy,Electronics & Communications,Cost Plus Incentive,10311929,31
2006,08:22.5,Defense,Navy,Engines & Power Plants,Cost No Fee,701264076,6
2006,08:22.5,Defense,Navy,ERS,Firm Fixed Price,3652552395,25389
2006,08:22.5,Defense,Navy,Fuels,Not Reported,220484,12
2006,08:22.5,Defense,Navy,Ground Vehicles,Combination (two or more),9005,1
2006,08:22.5,Defense,Navy,Ground Vehicles,Not Reported,5524593,233
2006,08:22.5,Defense,Navy,ICT,Combination (two or more),22046421.77,44
2006,08:22.5,Defense,Navy,ICT,Fixed Price Level of Effort,368698,4
2006,08:22.5,Defense,Navy,ICT,Order Dependent (IDV only),0,NULL
2006,08:22.5,Defense,Navy,Launchers & Munitions,Combination (two or more),22231500,7
2006,08:22.5,Defense,Navy,Launchers & Munitions,Fixed Price Incentive,-11292310,18
2006,08:22.5,Defense,Navy,Launchers & Munitions,Not Reported,3353858,98
2006,08:22.5,Defense,Navy,MED,Order Dependent (IDV only),0,NULL
2006,08:22.5,Defense,Navy,Other,Firm Fixed Price,1871292935,43789
2006,08:22.5,Defense,Army,MED,Cost No Fee,22248778.98,20
2006,08:22.5,Defense,Army,MED,Fixed Price Award Fee,-16297,2
2006,08:22.5,Defense,Army,MED,Labor Hours,-253948,41
2006,08:22.5,Defense,Army,Missiles & Space,Cost Plus Award Fee,-296,1
2006,08:22.5,Defense,Army,Missiles & Space,Cost Sharing,1257,1
2006,08:22.5,Defense,Army,Other,Fixed Price Award Fee,77830,4
2006,08:22.5,Defense,Army,PAMS,Cost Plus Award Fee,6807882457,1066
2006,08:22.5,Defense,Army,PAMS,Cost Plus Fixed Fee,1772945234,3741
2006,08:22.5,Defense,Army,PAMS,Fixed Price Redetermination,168053714,38
2006,08:22.5,Defense,Army,R&D,Cost Plus Award Fee,1528265027,422
2006,08:22.5,Defense,Army,R&D,Cost Plus Fixed Fee,5717781381,4712
2006,08:22.5,Defense,Army,R&D,Firm Fixed Price,1331442128,4547
2006,08:22.5,Defense,DLA,Clothing & Subsistence,Not Reported,86489357,2354
2006,08:22.5,Defense,DLA,Electronics & Communications,Not Reported,63593129,1534
2006,08:22.5,Defense,DLA,Ground Vehicles,Not Reported,838594,17
2006,08:22.5,Defense,DLA,ICT,Cost Plus Incentive,22892355,5
2006,08:22.5,Defense,DLA,Other,Fixed Price Award Fee,41050,1
2006,08:22.5,Defense,DLA,R&D,Cost Plus Fixed Fee,13195650,25
2006,08:22.5,Defense,DLA,R&D,Firm Fixed Price,827421.2,39
2006,08:22.5,Defense,DLA,Ships,Fixed Price with Economic Price Adjustment,108246379,2387
2006,08:22.5,Defense,MDA,ERS,Time and Materials,63864,3
2006,08:22.5,Defense,MDA,FRS&C,Cost Plus Fixed Fee,31961688.43,29
2006,08:22.5,Defense,MDA,Ground Vehicles,Not Reported,5400,1
2006,08:22.5,Defense,MDA,Launchers & Munitions,Cost Plus Award Fee,521163,1
2006,08:22.5,Defense,MDA,PAMS,Cost Plus Fixed Fee,12477932,14
2006,08:22.5,Defense,MDA,R&D,Cost Plus Incentive,2000000,2
2006,08:22.5,Defense,Navy,NULL,Labor Hours,0,NULL
2006,08:22.5,Defense,Navy,Aircraft,Time and Materials,31859299,60
2006,08:22.5,Defense,Navy,Clothing & Subsistence,Firm Fixed Price,576548919.3,11534
2006,08:22.5,Defense,Navy,Electronics & Communications,Fixed Price Redetermination,6093404.57,25
2006,08:22.5,Defense,Navy,Engines & Power Plants,Combination (two or more),23219427,1
2006,08:22.5,Defense,Navy,Engines & Power Plants,Fixed Price Incentive,1468133,3
2006,08:22.5,Defense,Navy,ERS,Cost Plus Fixed Fee,848215957.3,2146
2006,08:22.5,Defense,Navy,ERS,Fixed Price Redetermination,2053382,3
2006,08:22.5,Defense,Navy,FRS&C,Fixed Price Award Fee,163621197.6,543
2006,08:22.5,Defense,Navy,Ground Vehicles,Cost Plus Fixed Fee,589520,3
2006,08:22.5,Defense,Navy,Ground Vehicles,Firm Fixed Price,738471117,2240
2006,08:22.5,Defense,Navy,Ground Vehicles,Fixed Price Redetermination,-809,2
2006,08:22.5,Defense,Navy,ICT,Fixed Price with Economic Price Adjustment,11793875.76,30
2006,08:22.5,Defense,Navy,ICT,Time and Materials,332396679.5,1327
2006,08:22.5,Defense,Navy,MED,Combination (two or more),130932,7
2006,08:22.5,Defense,Navy,Missiles & Space,Cost No Fee,42666010,8
2006,08:22.5,Defense,Navy,Missiles & Space,Not Reported,1740121,77
2006,08:22.5,Defense,Navy,Missiles & Space,Time and Materials,31870983,16
2006,08:22.5,Defense,Army,R&D,Fixed Price Redetermination,6162896,17
2006,08:22.5,Defense,DLA,Electronics & Communications,Fixed Price Incentive,116731,8
2006,08:22.5,Defense,DLA,Electronics & Communications,Fixed Price with Economic Price Adjustment,36443090,907
2006,08:22.5,Defense,DLA,Electronics & Communications,Time and Materials,699004,2
2006,08:22.5,Defense,DLA,ERS,Cost Sharing,84705.61,1
2006,08:22.5,Defense,DLA,FRS&C,Firm Fixed Price,871323966,12336
2006,08:22.5,Defense,DLA,Ground Vehicles,Fixed Price with Economic Price Adjustment,35160977,2035
2006,08:22.5,Defense,DLA,Ground Vehicles,Labor Hours,211019,10
2006,08:22.5,Defense,DLA,ICT,Fixed Price Award Fee,409314,1
2006,08:22.5,Defense,DLA,Launchers & Munitions,Fixed Price Redetermination,3476542,129
2006,08:22.5,Defense,DLA,Other,Cost Sharing,4521,2
2006,08:22.5,Defense,DLA,Other,Fixed Price with Economic Price Adjustment,1330958167,40444
2006,08:22.5,Defense,DLA,PAMS,Firm Fixed Price,59164784.33,1060
2006,08:22.5,Defense,MDA,Electronics & Communications,Combination (two or more),109137,5
2006,08:22.5,Defense,MDA,FRS&C,Firm Fixed Price,3300879.48,16
2006,08:22.5,Defense,MDA,Missiles & Space,Cost Plus Award Fee,271776377,84
2006,08:22.5,Defense,MDA,R&D,Cost Plus Fixed Fee,332026205,378
2006,08:22.5,Defense,MilitaryHealth,ERS,Firm Fixed Price,93804.56,6
2006,08:22.5,Defense,MilitaryHealth,MED,Combination (two or more),0,3
2006,08:22.5,Defense,MilitaryHealth,MED,Firm Fixed Price,914530966.7,181
2006,08:22.5,Defense,MilitaryHealth,MED,Fixed Price Incentive,65549211.36,22
2006,08:22.5,Defense,MilitaryHealth,Other,Not Reported,156476,12
2006,08:22.5,Defense,Navy,NULL,Time and Materials,4349370,28
2006,08:22.5,Defense,Navy,Aircraft,Combination (two or more),0,2
2006,08:22.5,Defense,Navy,Aircraft,Cost No Fee,9959407,8
2006,08:22.5,Defense,Navy,Aircraft,Fixed Price with Economic Price Adjustment,1763634472,34
2006,08:22.5,Defense,Navy,Aircraft,Labor Hours,-101573,2
2006,08:22.5,Defense,Navy,Clothing & Subsistence,Order Dependent (IDV only),0,NULL
2006,08:22.5,Defense,Navy,Electronics & Communications,Cost Plus Award Fee,672730006,148
2006,08:22.5,Defense,Navy,Electronics & Communications,Cost Plus Fixed Fee,90028584.56,1087
2006,08:22.5,Defense,Navy,Electronics & Communications,Firm Fixed Price,3836499162,30081
2006,08:22.5,Defense,Navy,Engines & Power Plants,Not Reported,19331702,294
2006,08:22.5,Defense,Navy,FRS&C,Cost Plus Incentive,46852358,54
2006,08:22.5,Defense,Navy,ICT,Not Reported,127328644.4,1469
2006,08:22.5,Defense,Navy,Launchers & Munitions,Fixed Price with Economic Price Adjustment,562629,2
2006,08:22.5,Defense,Navy,MED,Labor Hours,346332.32,10
2006,08:22.5,Defense,Navy,MED,Time and Materials,52237076.4,30
2006,08:22.5,Defense,Navy,Missiles & Space,Combination (two or more),-9907,3
2006,08:22.5,Defense,Navy,Missiles & Space,Fixed Price Incentive,4040347,4
2006,08:22.5,Defense,Navy,Other,Time and Materials,29791194,59
2006,08:22.5,Defense,Navy,PAMS,Cost No Fee,28647953.14,244
2006,08:22.5,Defense,Navy,PAMS,Cost Sharing,2984771,15
2006,08:22.5,Defense,DLA,Fuels,Firm Fixed Price,203592481,2064
2006,08:22.5,Defense,DLA,Ground Vehicles,Fixed Price Award Fee,4792043,735
2006,08:22.5,Defense,DLA,ICT,Combination (two or more),2314112,3
2006,08:22.5,Defense,DLA,ICT,Fixed Price Incentive,205568695,92
2006,08:22.5,Defense,DLA,ICT,Not Reported,153072918.3,1632
2006,08:22.5,Defense,DLA,Other,Time and Materials,0,NULL
2006,08:22.5,Defense,DLA,PAMS,Fixed Price with Economic Price Adjustment,51647278,2
2006,08:22.5,Defense,DLA,PAMS,Labor Hours,6905676.32,49
2006,08:22.5,Defense,DLA,R&D,Labor Hours,37968,1
2006,08:22.5,Defense,MDA,Engines & Power Plants,Firm Fixed Price,54843,2
2006,08:22.5,Defense,MDA,PAMS,Time and Materials,3105630,4
2006,08:22.5,Defense,MDA,R&D,Time and Materials,100000,1
2006,08:22.5,Defense,MilitaryHealth,Electronics & Communications,Not Reported,421910,23
2006,08:22.5,Defense,MilitaryHealth,PAMS,Firm Fixed Price,4584070,9
2006,08:22.5,Defense,Navy,Aircraft,Fixed Price Award Fee,501270,4
2006,08:22.5,Defense,Navy,Aircraft,Fixed Price Redetermination,43191317,19
2006,08:22.5,Defense,Navy,Electronics & Communications,Fixed Price with Economic Price Adjustment,9806142.75,127
2006,08:22.5,Defense,Navy,Electronics & Communications,Time and Materials,46477681.66,362
2006,08:22.5,Defense,Navy,FRS&C,Firm Fixed Price,5249809699,30637
2006,08:22.5,Defense,Navy,Ground Vehicles,Cost Sharing,77850,1
2006,08:22.5,Defense,Navy,Ground Vehicles,Fixed Price with Economic Price Adjustment,237322.74,1
2006,08:22.5,Defense,Navy,Ground Vehicles,Time and Materials,609713.14,3
2006,08:22.5,Defense,Navy,ICT,Cost Plus Award Fee,122783966.9,662
2006,08:22.5,Defense,Navy,ICT,Cost Plus Incentive,119906164,384
2006,08:22.5,Defense,Navy,Launchers & Munitions,Fixed Price Redetermination,128254,1
2006,08:22.5,Defense,Navy,MED,Cost Plus Incentive,14179406.8,24
2006,08:22.5,Defense,Navy,MED,Fixed Price Award Fee,-2228743,7
2006,08:22.5,Defense,Navy,Missiles & Space,Fixed Price Award Fee,71545468,9
2006,08:22.5,Defense,Navy,Other,Cost Plus Fixed Fee,187748226,203
2006,08:22.5,Defense,Navy,PAMS,Firm Fixed Price,2431735594,17170
2006,08:22.5,Defense,Navy,R&D,Cost Plus Fixed Fee,3366238817,9967
2006,08:22.5,Defense,Navy,R&D,Firm Fixed Price,655574600.9,2565
2006,08:22.5,Defense,Navy,Ships,Fixed Price Incentive,4160463666,665
2006,08:22.5,Defense,Navy,Ships,Not Reported,228317946.3,220
2006,08:22.5,Defense,Other DoD,NULL,Time and Materials,4494680,14
2006,08:22.5,Defense,Other DoD,Aircraft,Time and Materials,509051.74,1
2006,08:22.5,Defense,Other DoD,Engines & Power Plants,Combination (two or more),39970,1
2006,08:22.5,Defense,Other DoD,Engines & Power Plants,Time and Materials,990012,3
2006,08:22.5,Defense,Other DoD,ERS,Combination (two or more),79246,1
2006,08:22.5,Defense,Other DoD,ERS,Order Dependent (IDV only),0,NULL
2006,08:22.5,Defense,Other DoD,FRS&C,Fixed Price Award Fee,19590713,18
2006,08:22.5,Defense,Other DoD,Ground Vehicles,Firm Fixed Price,5420168.97,113
2006,08:22.5,Defense,Army,Launchers & Munitions,Not Reported,2690165,73
2006,08:22.5,Defense,Army,Launchers & Munitions,Time and Materials,10528375,24
2006,08:22.5,Defense,Army,MED,Combination (two or more),12464690.32,38
2006,08:22.5,Defense,Army,MED,Order Dependent (IDV only),0,NULL
2006,08:22.5,Defense,Army,Missiles & Space,Combination (two or more),294869,1
2006,08:22.5,Defense,Army,Missiles & Space,Fixed Price Incentive,3014789,4
2006,08:22.5,Defense,Army,Missiles & Space,Not Reported,58779106,71
2006,08:22.5,Defense,Army,Missiles & Space,Time and Materials,165000,1
2006,08:22.5,Defense,Army,Other,Fixed Price Redetermination,40012471,28
2006,08:22.5,Defense,Army,PAMS,Fixed Price Incentive,1381464,5
2006,08:22.5,Defense,Army,PAMS,Not Reported,148633776.9,1858
2006,08:22.5,Defense,Army,R&D,Fixed Price Incentive,42968444,18
2006,08:22.5,Defense,Army,R&D,Labor Hours,2642224,68
2006,08:22.5,Defense,Army,R&D,Not Reported,568885.59,25
2006,08:22.5,Defense,DLA,Clothing & Subsistence,Firm Fixed Price,9600009871,225210
2006,08:22.5,Defense,DLA,Electronics & Communications,Cost Plus Fixed Fee,-85250,1
2006,08:22.5,Defense,DLA,Launchers & Munitions,Fixed Price with Economic Price Adjustment,2069476,163
2006,08:22.5,Defense,DLA,Launchers & Munitions,Not Reported,17643,2
2006,08:22.5,Defense,DLA,Other,Fixed Price Redetermination,3657478,222
2006,08:22.5,Defense,DLA,PAMS,Fixed Price Incentive,0,NULL
2006,08:22.5,Defense,DLA,PAMS,Not Reported,21593810,252
2006,08:22.5,Defense,DLA,R&D,Fixed Price Incentive,0,NULL
2006,08:22.5,Defense,MDA,Clothing & Subsistence,Firm Fixed Price,2960,1
2006,08:22.5,Defense,MDA,FRS&C,Cost No Fee,859008,2
2006,08:22.5,Defense,MDA,FRS&C,Not Reported,0,NULL
2006,08:22.5,Defense,MDA,Other,Firm Fixed Price,5015247,9
2006,08:22.5,Defense,MDA,PAMS,Not Reported,3729741.46,37
2006,08:22.5,Defense,MDA,R&D,Not Reported,0,NULL
2006,08:22.5,Defense,MilitaryHealth,MED,Cost Plus Incentive,6777331246,239
2006,08:22.5,Defense,MilitaryHealth,PAMS,Fixed Price Redetermination,1581631,3
2006,08:22.5,Defense,Navy,NULL,Cost Plus Award Fee,1278866.88,14
2006,08:22.5,Defense,Navy,Aircraft,Cost Plus Award Fee,926443317,25
2006,08:22.5,Defense,Navy,Aircraft,Cost Plus Fixed Fee,295633747.2,177
2006,08:22.5,Defense,Navy,Clothing & Subsistence,Cost Sharing,0,1
2006,08:22.5,Defense,Navy,Electronics & Communications,Fixed Price Incentive,2000000,1
2006,08:22.5,Defense,Navy,Electronics & Communications,Labor Hours,1672482,13
2006,08:22.5,Defense,Navy,Electronics & Communications,Not Reported,448467601.3,7961
2006,08:22.5,Defense,Navy,Engines & Power Plants,Fixed Price Award Fee,-54501,2
2006,08:22.5,Defense,Navy,ERS,Cost Plus Incentive,341221735.1,580
2006,08:22.5,Defense,Navy,ERS,Fixed Price Award Fee,123897061.3,151
2006,08:22.5,Defense,Navy,FRS&C,Combination (two or more),4217018.32,52
2006,08:22.5,Defense,Navy,FRS&C,Fixed Price Incentive,141943664,7
2006,08:22.5,Defense,Navy,FRS&C,Not Reported,44208133.23,245
2006,08:22.5,Defense,MDA,ERS,Combination (two or more),374527,3
2006,08:22.5,Defense,MDA,ICT,Cost Plus Award Fee,4538646,5
2006,08:22.5,Defense,MDA,PAMS,Firm Fixed Price,21154841.35,47
2006,08:22.5,Defense,MilitaryHealth,ICT,Firm Fixed Price,249826.96,10
2006,08:22.5,Defense,MilitaryHealth,PAMS,Not Reported,310587,5
2006,08:22.5,Defense,Navy,NULL,Firm Fixed Price,-2166628.79,206
2006,08:22.5,Defense,Navy,Aircraft,Cost Plus Incentive,240015278,27
2006,08:22.5,Defense,Navy,Aircraft,Firm Fixed Price,4179422502,7910
2006,08:22.5,Defense,Navy,Clothing & Subsistence,Fixed Price Redetermination,11794,1
