fiscal_year,Query_Run_Date,SubCustomer,ServicesCategory,CompetitionClassification,ClassifyNumberOfOffers,SumOfobligatedAmount,SumOfnumberOfActions
2009,18:19.4,Other DoD,PAMS,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,-36793.17,1
2009,18:19.4,Other DoD,PAMS,Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,-718362.96,9
2009,18:19.4,Other DoD,PAMS,No Competition (Only One Source Exception),No competition,172565003.9,1284
2009,18:19.4,Other DoD,PAMS,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,-6932.21,1
2009,18:19.4,Other DoD,PAMS,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,38682462.92,177
2009,18:19.4,Other DoD,Products,Competition with single offer (Overrode blank Fair Opportunity),One Offer,-464078.01,33
2009,18:19.4,Other DoD,Products,Limited Competition with multiple offers,25-99 Offers,615190.61,20
2009,18:19.4,Other DoD,Products,Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,227250.13,11
2009,18:19.4,Other DoD,R&D,Limited Competition with multiple offers,10-24 Offers,2146340.8,61
2009,18:19.4,Other DoD,R&D,No Competition (Only One Source Exception),No competition,130148254.9,404
2009,18:19.4,Other DoD,R&D,No Competition (Other Exception),No competition,26989023.69,141
2009,18:19.4,Other DoD,R&D,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,16678770.11,50
2010,18:19.4,Air Force,ERS,Full Competition (Multiple Offers),5-9 Offers,259357502.1,998
2010,18:19.4,Air Force,ERS,Limited Competition with multiple offers,Two Offers,113031703.4,1001
2010,18:19.4,Air Force,ERS,No Competition (Follow on to competed action),No competition,44604731.37,83
2010,18:19.4,Air Force,ERS,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,364073.94,34
2010,18:19.4,Air Force,FRS&C,Limited Competition with multiple offers,10-24 Offers,603763663.7,2021
2008,18:19.4,Army,ERS,Limited Competition with multiple offers,25-99 Offers,1910985,6
2008,18:19.4,Army,FRS&C,Full Competition (Multiple Offers),100+ Offers,2409792,2
2008,18:19.4,Army,FRS&C,Full Competition (Multiple Offers),Two Offers,3728173952,6836
2008,18:19.4,Army,Fuel,Competition with single offer (Overrode blank Fair Opportunity),One Offer,2133.93,1
2008,18:19.4,Army,Fuel,No Competition (Unlabeled Exception),No competition,114167.96,13
2008,18:19.4,Army,Fuel,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,113500.94,2
2008,18:19.4,Army,ICT,Full Competition (Multiple Offers),3-4 Offers,318439917.4,797
2008,18:19.4,Army,ICT,Limited Competition with multiple offers (Overrode blank Fair Opportunity),25-99 Offers,348084.46,3
2008,18:19.4,Army,ICT,No Competition (Other Exception),No competition,258426513.5,2272
2008,18:19.4,Army,MED,Competition with single offer (Overrode blank Fair Opportunity),One Offer,27109117.27,392
2008,18:19.4,Army,MED,Limited Competition with multiple offers,25-99 Offers,117121.6,1
2008,18:19.4,Army,MED,Limited Competition with multiple offers,5-9 Offers,38303655.52,294
2008,18:19.4,Army,MED,Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,1820151.34,46
2008,18:19.4,Army,MED,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,1144460.02,28
2008,18:19.4,Army,MED,No Competition (Only One Source Exception),No competition,107131349.5,984
2008,18:19.4,Army,PAMS,Full Competition (Multiple Offers),Two Offers,1784332926,6580
2008,18:19.4,Army,PAMS,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,-925630.01,69
2008,18:19.4,Army,PAMS,No Competition (Only One Source Exception; Overrode blank Fair Opportunity),No competition; Overrode blank Fair Opportunity),0,2
2008,18:19.4,Army,Products,Limited Competition with multiple offers,100+ Offers,13361545.53,2284
2008,18:19.4,Army,R&D,Competition with single offer,One Offer,1256034225,5499
2008,18:19.4,Army,R&D,Limited Competition with multiple offers,10-24 Offers,28659231.74,230
2008,18:19.4,Army,R&D,No Competition (Only One Source Exception),No competition,3518532909,2581
2008,18:19.4,Army,R&D,No Competition (Only One Source Exception; Overrode blank Fair Opportunity),No competition; Overrode blank Fair Opportunity),-400,1
2008,18:19.4,DLA,FRS&C,Full Competition (Multiple Offers),100+ Offers,807432,5
2008,18:19.4,DLA,FRS&C,Full Competition (Multiple Offers),5-9 Offers,103374300.3,2087
2008,18:19.4,DLA,FRS&C,Full Competition (Multiple Offers),Two Offers,215844136.9,1713
2008,18:19.4,DLA,Fuel,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,21583,3
2008,18:19.4,DLA,ICT,Full Competition (Multiple Offers),3-4 Offers,643913.48,31
2008,18:19.4,DLA,ICT,Limited Competition with multiple offers,5-9 Offers,1996790.75,37
2008,18:19.4,DLA,MED,No Competition (Only One Source Exception),No competition,38950,10
2008,18:19.4,DLA,PAMS,Full Competition (Multiple Offers),Two Offers,7806038.11,137
2008,18:19.4,DLA,R&D,Competition with single offer,One Offer,2217195.5,27
2008,18:19.4,MDA,FRS&C,Full Competition (Multiple Offers),Two Offers,32838.1,2
2008,18:19.4,MDA,PAMS,Competition with single offer,One Offer,210095658.2,303
2008,18:19.4,MDA,PAMS,No Competition (Only One Source Exception),No competition,30927715,60
2008,18:19.4,MDA,R&D,Competition with single offer,One Offer,308218279.4,675
2008,18:19.4,MDA,R&D,Full Competition (Multiple Offers),3-4 Offers,1807838071,136
2008,18:19.4,MDA,R&D,No Competition (Only One Source Exception),No competition,1768732639,511
2008,18:19.4,MDA,R&D,No Competition (Other Exception),No competition,35251885.86,96
2008,18:19.4,MilitaryHealth,ERS,Full Competition (Multiple Offers),Two Offers,-178893.59,3
2008,18:19.4,MilitaryHealth,ICT,Limited Competition with multiple offers,Two Offers,66372.28,3
2008,18:19.4,MilitaryHealth,MED,Full Competition (Multiple Offers),Two Offers,5323515597,402
2008,18:19.4,Navy,FRS&C,Competition with single offer,One Offer,351373754.2,3331
2008,18:19.4,Navy,FRS&C,Unlabeled: Competition; Unlabeled Offers,NULL,23378948,12
2008,18:19.4,Navy,ICT,Full Competition (Multiple Offers),5-9 Offers,314986256.9,1774
2008,18:19.4,Navy,ICT,Limited Competition with multiple offers,Two Offers,172855541.2,1141
2008,18:19.4,Navy,ICT,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,21950136.38,207
2008,18:19.4,Navy,MED,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,11028645.61,195
2008,18:19.4,Navy,PAMS,Competition with single offer (Overrode blank Fair Opportunity),One Offer,764254.99,77
2008,18:19.4,Navy,PAMS,Limited Competition with multiple offers,25-99 Offers,59961606.59,222
2008,18:19.4,Navy,PAMS,Unlabeled: Competition; Unlabeled Offers,NULL,10797481.04,24
2008,18:19.4,Navy,PAMS,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,17359410.47,97
2008,18:19.4,Navy,Products,Full Competition (Multiple Offers),100+ Offers,2659740.63,5
2008,18:19.4,Navy,Products,Full Competition (Multiple Offers),Two Offers,1623672088,7974
2009,18:19.4,Air Force,R&D,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,2839448,3
2009,18:19.4,Army,NULL,Full Competition (Multiple Offers),Two Offers,0,1
2009,18:19.4,Army,NULL,No Competition (Unlabeled Exception),No competition,0,NULL
2009,18:19.4,Army,NULL,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,0,6
2009,18:19.4,Army,ERS,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,-578434.91,2
2009,18:19.4,Army,ERS,No Competition (Other Exception),No competition,334114271.5,1984
2009,18:19.4,Army,ERS,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,25082379.91,827
2009,18:19.4,Army,FRS&C,Limited Competition with multiple offers,100+ Offers,130409.13,9
2009,18:19.4,Army,FRS&C,Limited Competition with multiple offers,25-99 Offers,217300138.2,512
2009,18:19.4,Army,FRS&C,Limited Competition with multiple offers,Two Offers,1428921885,5484
2009,18:19.4,Army,FRS&C,Limited Competition with multiple offers (Overrode blank Fair Opportunity),25-99 Offers,945538.48,1
2009,18:19.4,Army,FRS&C,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,874741.48,13
2009,18:19.4,Army,Fuel,Competition with single offer,One Offer,206857389.1,1110
2009,18:19.4,Army,Fuel,Full Competition (Multiple Offers),3-4 Offers,528998.51,107
2009,18:19.4,Army,Fuel,Limited Competition with multiple offers,5-9 Offers,760000.28,37
2009,18:19.4,Army,Fuel,No Competition (Only One Source Exception),No competition,3456172.07,355
2009,18:19.4,Army,ICT,Full Competition (Multiple Offers),5-9 Offers,373776028,857
2009,18:19.4,Army,ICT,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,1825890.17,22
2009,18:19.4,Army,MED,Full Competition (Multiple Offers),Two Offers,55737870.99,1009
2009,18:19.4,Army,MED,Limited Competition with multiple offers,10-24 Offers,29480315.1,399
2009,18:19.4,Army,MED,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,-3891.33,1
2009,18:19.4,Army,PAMS,Full Competition (Multiple Offers),25-99 Offers,150384940,817
2009,18:19.4,Army,PAMS,Limited Competition with multiple offers,100+ Offers,6886143.2,1069
2009,18:19.4,Army,PAMS,Limited Competition with multiple offers,3-4 Offers,2514243779,6147
2009,18:19.4,Army,PAMS,Limited Competition with multiple offers,Two Offers,2568685855,5390
2009,18:19.4,Army,PAMS,No Competition (Follow on to competed action),No competition,340578061.2,1257
2009,18:19.4,Army,PAMS,No Competition (Unlabeled Exception),No competition,64950958.38,1295
2009,18:19.4,Army,Products,Competition with single offer,One Offer,6540374658,50801
2009,18:19.4,Army,Products,Full Competition (Multiple Offers),100+ Offers,11157203.29,805
2009,18:19.4,Army,Products,Full Competition (Multiple Offers),3-4 Offers,3213798571,16848
2009,18:19.4,Army,Products,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,-61737.36,6
2009,18:19.4,Army,Products,No Competition (Other Exception),No competition,4470435286,16569
2009,18:19.4,Army,R&D,Full Competition (Multiple Offers),25-99 Offers,150589727.7,1060
2009,18:19.4,Army,R&D,Limited Competition with multiple offers,100+ Offers,95264691.79,405
2009,18:19.4,Army,R&D,Limited Competition with multiple offers,3-4 Offers,616588678.5,1067
2009,18:19.4,Army,R&D,No Competition (Unlabeled Exception),No competition,288463.34,106
2009,18:19.4,DLA,ERS,Full Competition (Multiple Offers),Two Offers,3425028.03,82
2009,18:19.4,DLA,ERS,No Competition (Other Exception),No competition,837182.98,64
2009,18:19.4,DLA,ERS,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,276932.92,49
2009,18:19.4,DLA,FRS&C,Limited Competition with multiple offers,Two Offers,15656664.81,1081
2009,18:19.4,DLA,Fuel,Competition with single offer,One Offer,131288575.4,514
2009,18:19.4,DLA,Fuel,Full Competition (Multiple Offers),3-4 Offers,598161728.2,395
2009,18:19.4,DLA,Fuel,Limited Competition with multiple offers,10-24 Offers,107816856.6,22
2009,18:19.4,DLA,Fuel,Limited Competition with multiple offers,5-9 Offers,40581834.42,84
2009,18:19.4,DLA,Fuel,No Competition (Only One Source Exception),No competition,1508866139,32
2009,18:19.4,DLA,ICT,Full Competition (Multiple Offers),5-9 Offers,3343872.37,49
2009,18:19.4,DLA,ICT,Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,8376.45,1
2009,18:19.4,DLA,MED,Full Competition (Multiple Offers),Two Offers,2596148.36,21
2009,18:19.4,DLA,PAMS,Full Competition (Multiple Offers),25-99 Offers,-19967.94,3
2009,18:19.4,DLA,PAMS,Limited Competition with multiple offers,3-4 Offers,23207544.37,183
2009,18:19.4,DLA,PAMS,Limited Competition with multiple offers,Two Offers,34364402.93,145
2009,18:19.4,DLA,PAMS,No Competition (Follow on to competed action),No competition,337944.93,8
2009,18:19.4,DLA,PAMS,No Competition (Unlabeled Exception),No competition,6597,2
2009,18:19.4,DLA,Products,Competition with single offer,One Offer,2420776531,56676
2009,18:19.4,DLA,Products,Full Competition (Multiple Offers),100+ Offers,691151.47,10
2009,18:19.4,DLA,Products,Full Competition (Multiple Offers),3-4 Offers,3278060437,93121
2008,18:19.4,MDA,R&D,Limited Competition with multiple offers,100+ Offers,50000,12
2008,18:19.4,MilitaryHealth,ERS,No Competition (Other Exception),No competition,2036.67,2
2008,18:19.4,MilitaryHealth,Products,Competition with single offer,One Offer,5224.2,2
2008,18:19.4,MilitaryHealth,Products,Limited Competition with multiple offers,5-9 Offers,28889,6
2008,18:19.4,MilitaryHealth,Products,No Competition (Unlabeled Exception),No competition,0,1
2008,18:19.4,Navy,NULL,Competition with single offer (Overrode blank Fair Opportunity),One Offer,0,1
2008,18:19.4,Navy,ERS,Competition with single offer,One Offer,1047945995,8422
2008,18:19.4,Navy,ERS,Full Competition (Multiple Offers),Two Offers,738406316.4,4357
2008,18:19.4,Navy,ERS,Limited Competition with multiple offers,10-24 Offers,62392353.93,149
2008,18:19.4,Navy,ERS,Limited Competition with multiple offers,5-9 Offers,327408348.8,718
2008,18:19.4,Navy,ERS,Limited Competition with multiple offers,Two Offers,220966265.3,2553
2008,18:19.4,Navy,ERS,No Competition (Follow on to competed action),No competition,11219239.88,228
2008,18:19.4,Navy,ERS,No Competition (Unlabeled Exception),No competition,5544893.44,226
2008,18:19.4,Navy,FRS&C,Limited Competition with multiple offers,25-99 Offers,4880871,30
2008,18:19.4,Navy,FRS&C,Limited Competition with multiple offers,Two Offers,376599861,1767
2008,18:19.4,Navy,FRS&C,No Competition (Follow on to competed action),No competition,7373187.66,43
2008,18:19.4,Navy,FRS&C,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,250607373.6,680
2008,18:19.4,Navy,Fuel,Full Competition (Multiple Offers),5-9 Offers,28664,9
2008,18:19.4,Navy,Fuel,No Competition (Only One Source Exception),No competition,1969167.45,160
2008,18:19.4,Navy,ICT,Limited Competition with multiple offers,5-9 Offers,239887882.3,1432
2008,18:19.4,Navy,ICT,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,1769779.4,29
2008,18:19.4,Navy,ICT,No Competition (Only One Source Exception),No competition,258584987.9,2956
2008,18:19.4,Navy,MED,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,-526234.63,45
2008,18:19.4,Navy,PAMS,Full Competition (Multiple Offers),3-4 Offers,728162251.2,4683
2008,18:19.4,Navy,PAMS,Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,5000,1
2008,18:19.4,Navy,PAMS,No Competition (Other Exception),No competition,1206191928,8574
2008,18:19.4,Navy,PAMS,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,2165159.22,7
2008,18:19.4,Navy,Products,Full Competition (Multiple Offers),25-99 Offers,55216871.64,48
2008,18:19.4,Navy,Products,Full Competition (Multiple Offers),3-4 Offers,1592716021,9015
2008,18:19.4,Navy,Products,Limited Competition with multiple offers,3-4 Offers,642012004.4,15002
2008,18:19.4,Navy,Products,No Competition (Only One Source Exception; Overrode blank Fair Opportunity),No competition; Overrode blank Fair Opportunity),176837.93,3
2008,18:19.4,Navy,Products,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,3328492.31,11
2008,18:19.4,Navy,R&D,No Competition (Unlabeled Exception),No competition,653407.25,51
2008,18:19.4,Other DoD,FRS&C,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,81834,4
2008,18:19.4,Other DoD,Fuel,Limited Competition with multiple offers,3-4 Offers,19910,1
2008,18:19.4,Other DoD,ICT,Competition with single offer (Overrode blank Fair Opportunity),One Offer,1370747.14,11
2008,18:19.4,Other DoD,ICT,Full Competition (Multiple Offers),Two Offers,504249232.9,1876
2008,18:19.4,Other DoD,ICT,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,25862237.4,192
2008,18:19.4,Other DoD,MED,Limited Competition with multiple offers,Two Offers,1228343,7
2008,18:19.4,Other DoD,MED,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,14853,4
2008,18:19.4,Other DoD,PAMS,Full Competition (Multiple Offers),5-9 Offers,301053585.1,1023
2008,18:19.4,Other DoD,PAMS,Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,128551.27,3
2008,18:19.4,Other DoD,Products,Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,17085,2
2008,18:19.4,Other DoD,Products,No Competition (Only One Source Exception),No competition,701628633.4,2418
2008,18:19.4,Other DoD,Products,No Competition (Unlabeled Exception),No competition,2722790.67,95
2008,18:19.4,Other DoD,R&D,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,192730,3
2008,18:19.4,Other DoD,R&D,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,3578556.25,18
2009,18:19.4,Air Force,ERS,Full Competition (Multiple Offers),10-24 Offers,875941.71,16
2009,18:19.4,Air Force,ERS,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,7910152.57,394
2009,18:19.4,Air Force,FRS&C,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,279976.99,4
2009,18:19.4,Air Force,Fuel,Competition with single offer,One Offer,306499.47,20
