fiscal_year,Query_Run,Customer,Services Category,FundingMechanismClassification,SumOfobligatedAmount,SumOfnumberOfActions
2011,Defense,20:49.0,Fuel,Fixed Price Incentive,87750,2
2011,Defense,20:49.0,Fuel,Time and Materials,34504.37,6
2011,Defense,20:49.0,ICT,Cost No Fee,289845144.6,1569
2011,Defense,20:49.0,ICT,Fixed Price with Economic Price Adjustment,634191248.7,13580
2011,Defense,20:49.0,ICT,Time and Materials,1502400675,3480
2011,Defense,20:49.0,MED,Combination (two or more),17442671.1,129
2011,Defense,20:49.0,MED,Fixed Price Level of Effort,861168.57,6
2011,Defense,20:49.0,PAMS,Cost Plus Incentive,1190153662,900
2011,Defense,20:49.0,PAMS,Fixed Price with Economic Price Adjustment,63109163.03,1633
2011,Defense,20:49.0,PAMS,Labor Hours,774200995,3395
2011,Defense,20:49.0,Products,Cost No Fee,2260737105,1018
2011,Defense,20:49.0,Products,Cost Plus Award Fee,2704290380,1757
2012,Defense,20:49.0,FRS&C,Order Dependent (IDV only),0,NULL
2012,Defense,20:49.0,FRS&C,Time and Materials,94158263.66,812
2012,Defense,20:49.0,Fuel,Fixed Price with Economic Price Adjustment,21059467215,1609
2012,Defense,20:49.0,Fuel,Time and Materials,34007.03,3
2012,Defense,20:49.0,ICT,Cost Plus Award Fee,261132127.7,677
2012,Defense,20:49.0,ICT,Order Dependent (IDV only),0,NULL
2012,Defense,20:49.0,MED,Cost Plus Incentive,5037580906,295
2012,Defense,20:49.0,PAMS,Cost Plus Award Fee,6582499288,4245
2012,Defense,20:49.0,PAMS,Firm Fixed Price,23661551211,118722
2012,Defense,20:49.0,PAMS,Fixed Price Redetermination,16031513.01,47
2012,Defense,20:49.0,PAMS,Order Dependent (IDV only),0,NULL
2012,Defense,20:49.0,Products,Cost No Fee,1332336618,1072
2012,Defense,20:49.0,Products,Cost Sharing,781025.55,22
2012,Defense,20:49.0,Products,Fixed Price Incentive,16805799789,5444
2012,Defense,20:49.0,Products,Labor Hours,436744044.6,20875
2012,Defense,20:49.0,R&D,Cost Plus Fixed Fee,15620726294,32098
2012,Defense,20:49.0,R&D,Firm Fixed Price,6933328444,11528
2012,Defense,20:49.0,R&D,Fixed Price Redetermination,31105.24,4
2012,Defense,20:49.0,R&D,Other (none of the above),0,1
2013,Defense,20:49.0,ERS,Cost Sharing,8296.3203,1
2013,Defense,20:49.0,FRS&C,Combination (two or more),620382321.2,785
2013,Defense,20:49.0,Fuel,Fixed Price Incentive,180472.9795,36
2013,Defense,20:49.0,Fuel,Time and Materials,40550,4
2013,Defense,20:49.0,ICT,Fixed Price Award Fee,31557621.73,25
2013,Defense,20:49.0,MED,Fixed Price Award Fee,72866333.56,53
2013,Defense,20:49.0,PAMS,Cost Plus Award Fee,6198183899,3232
2013,Defense,20:49.0,PAMS,Order Dependent (IDV only),0,NULL
2013,Defense,20:49.0,Products,Cost No Fee,844444185,885
2013,Defense,20:49.0,Products,Fixed Price with Economic Price Adjustment,2103748749,31687
2013,Defense,20:49.0,Products,Labor Hours,15257200.88,848
2013,Defense,20:49.0,Products,Not Reported,-164798.11,42
2013,Defense,20:49.0,R&D,Cost Plus Award Fee,5158109183,1761
2013,Defense,20:49.0,R&D,Order Dependent (IDV only),0,NULL
2014,Defense,20:49.0,ERS,Cost No Fee,472281105,343806
2014,Defense,20:49.0,ERS,Labor Hours,-533807.6645,62
2014,Defense,20:49.0,FRS&C,Fixed Price Redetermination,108040255.5,218
2014,Defense,20:49.0,ICT,Fixed Price Award Fee,15364685.63,30
2014,Defense,20:49.0,PAMS,Cost Plus Fixed Fee,13795208532,29918
2014,Defense,20:49.0,PAMS,Fixed Price Award Fee,14298618.34,91
2014,Defense,20:49.0,Products,Fixed Price Level of Effort,14963022.81,52
2014,Defense,20:49.0,Products,Not Reported,-396016.2799,15
2014,Defense,20:49.0,Products,Time and Materials,111001172.2,740
2014,Defense,20:49.0,R&D,Cost Plus Award Fee,2949202447,1396
2011,Defense,20:49.0,ICT,Fixed Price Level of Effort,89845094.37,278
2011,Defense,20:49.0,ICT,Not Reported,-5326965.67,91
2011,Defense,20:49.0,MED,Fixed Price Incentive,528807712.6,175
2011,Defense,20:49.0,MED,Not Reported,-49694.6,2
2011,Defense,20:49.0,PAMS,Cost No Fee,1736272207,6894
2011,Defense,20:49.0,Products,Firm Fixed Price,1.03167E+11,926254
2011,Defense,20:49.0,R&D,Cost No Fee,2234076815,3905
2011,Defense,20:49.0,R&D,Labor Hours,28862367.78,272
2012,Defense,20:49.0,NULL,Time and Materials,-2829.1,1
2012,Defense,20:49.0,ERS,Combination (two or more),166712351.1,300
2012,Defense,20:49.0,ERS,Fixed Price Incentive,206755350,849
2012,Defense,20:49.0,ERS,Not Reported,-11623.12,2
2012,Defense,20:49.0,ERS,Order Dependent (IDV only),0,NULL
2012,Defense,20:49.0,FRS&C,Cost Sharing,1338960,37
2012,Defense,20:49.0,FRS&C,Fixed Price Award Fee,279343563.7,335
2012,Defense,20:49.0,Fuel,Order Dependent (IDV only),0,NULL
2012,Defense,20:49.0,ICT,Labor Hours,293312889.2,1129
2012,Defense,20:49.0,MED,Time and Materials,147237.6,18
2012,Defense,20:49.0,PAMS,Cost Sharing,593594.15,16
2012,Defense,20:49.0,PAMS,Fixed Price Level of Effort,844080559.4,887
2012,Defense,20:49.0,PAMS,Fixed Price with Economic Price Adjustment,19246799.2,1478
2012,Defense,20:49.0,Products,Cost Plus Award Fee,1600799571,1479
2012,Defense,20:49.0,Products,Order Dependent (IDV only),0,0
2012,Defense,20:49.0,R&D,Cost Sharing,106558915.9,163
2012,Defense,20:49.0,R&D,Fixed Price Level of Effort,151078770.5,401
2012,Defense,20:49.0,R&D,Fixed Price with Economic Price Adjustment,155339.45,4
2013,Defense,20:49.0,ERS,Firm Fixed Price,11467072160,7649456
2013,Defense,20:49.0,FRS&C,Cost No Fee,162842776.6,538
2013,Defense,20:49.0,FRS&C,Cost Plus Incentive,526790131.8,176
2013,Defense,20:49.0,FRS&C,Other (none of the above),920838.77,39
2013,Defense,20:49.0,Fuel,Fixed Price Award Fee,17670,1
2013,Defense,20:49.0,ICT,Combination (two or more),364223396.8,745
2013,Defense,20:49.0,ICT,Fixed Price Level of Effort,87694382.6,236
2013,Defense,20:49.0,ICT,Time and Materials,491555620.8,1512
2013,Defense,20:49.0,MED,Combination (two or more),3328414.48,45
2013,Defense,20:49.0,MED,Fixed Price Incentive,993109982.9,139
2013,Defense,20:49.0,PAMS,Cost No Fee,1288917660,5170
2013,Defense,20:49.0,PAMS,Labor Hours,936501054.6,1714
2013,Defense,20:49.0,Products,Firm Fixed Price,75487013617,795361
2013,Defense,20:49.0,Products,Fixed Price Redetermination,67672077.56,433
2013,Defense,20:49.0,R&D,Cost No Fee,1813068655,3739
2013,Defense,20:49.0,R&D,Labor Hours,27572002.92,175
2014,Defense,20:49.0,NULL,Firm Fixed Price,72.5,1
2014,Defense,20:49.0,ERS,Combination (two or more),77957452.56,84
2014,Defense,20:49.0,ERS,Cost Plus Award Fee,1993534740,2432
2014,Defense,20:49.0,ERS,Order Dependent (IDV only),0,NULL
2014,Defense,20:49.0,FRS&C,Cost Sharing,135000,8
2014,Defense,20:49.0,FRS&C,Fixed Price Award Fee,86113157.56,181
2014,Defense,20:49.0,FRS&C,Fixed Price Level of Effort,120841.3907,3
2011,Defense,20:49.0,PAMS,Cost Plus Award Fee,10644795346,5958
2011,Defense,20:49.0,PAMS,Order Dependent (IDV only),0,NULL
2011,Defense,20:49.0,Products,Cost Plus Incentive,10308427813,2368
2011,Defense,20:49.0,Products,Not Reported,-1284252.96,129
2011,Defense,20:49.0,R&D,Cost Plus Award Fee,7046997586,2522
2011,Defense,20:49.0,R&D,Firm Fixed Price,7427418379,12646
2011,Defense,20:49.0,R&D,Order Dependent (IDV only),0,NULL
2012,Defense,20:49.0,ERS,Cost Plus Incentive,1918756634,1243
2012,Defense,20:49.0,FRS&C,Combination (two or more),618823387.2,911
2012,Defense,20:49.0,FRS&C,Labor Hours,29278426.01,220
2012,Defense,20:49.0,MED,Fixed Price Award Fee,297969207.8,85
2012,Defense,20:49.0,PAMS,Other (none of the above),0,2
2012,Defense,20:49.0,Products,Fixed Price Level of Effort,43279869.81,102
2012,Defense,20:49.0,Products,Not Reported,-507191.17,53
2012,Defense,20:49.0,R&D,Cost Plus Award Fee,5538362469,2035
2012,Defense,20:49.0,R&D,Order Dependent (IDV only),0,NULL
2013,Defense,20:49.0,ERS,Cost Plus Incentive,2131236789,1427
2013,Defense,20:49.0,ERS,Fixed Price Level of Effort,8567946.003,12
2013,Defense,20:49.0,FRS&C,Labor Hours,13718494.81,198
2013,Defense,20:49.0,FRS&C,Order Dependent (IDV only),0,NULL
2013,Defense,20:49.0,FRS&C,Time and Materials,57099778.07,526
2013,Defense,20:49.0,Fuel,Fixed Price with Economic Price Adjustment,13655861765,2194
2013,Defense,20:49.0,Fuel,Labor Hours,35000,1
2013,Defense,20:49.0,ICT,Cost Plus Award Fee,210885707,501
2013,Defense,20:49.0,MED,Cost Plus Incentive,1808514279,85
2013,Defense,20:49.0,PAMS,Cost Plus Fixed Fee,15271904803,30769
2013,Defense,20:49.0,PAMS,Fixed Price Redetermination,-1096982.008,92
2013,Defense,20:49.0,PAMS,Other (none of the above),0,2
2013,Defense,20:49.0,Products,Combination (two or more),3638734109,1148
2013,Defense,20:49.0,Products,Cost Sharing,814545.4479,19
2013,Defense,20:49.0,Products,Fixed Price Incentive,29423177411,4975
2013,Defense,20:49.0,Products,Fixed Price Level of Effort,21954931.68,61
2013,Defense,20:49.0,R&D,Cost Plus Fixed Fee,13216225979,30359
2014,Defense,20:49.0,ERS,Cost Sharing,16762.09,2
2014,Defense,20:49.0,ERS,Fixed Price Level of Effort,4965039.376,26
2014,Defense,20:49.0,FRS&C,Order Dependent (IDV only),0,NULL
2014,Defense,20:49.0,FRS&C,Time and Materials,68868123.51,390
2014,Defense,20:49.0,Fuel,Fixed Price Incentive,1034490.268,192
2014,Defense,20:49.0,Fuel,Fixed Price with Economic Price Adjustment,8264417989,14524
2014,Defense,20:49.0,Fuel,Labor Hours,24286.5,2
2014,Defense,20:49.0,Fuel,Time and Materials,-1544.4301,1
2014,Defense,20:49.0,ICT,Cost No Fee,112115685.1,822
2014,Defense,20:49.0,MED,Cost Plus Incentive,-1592273.895,30
2014,Defense,20:49.0,MED,Fixed Price Level of Effort,568243.4062,4
2014,Defense,20:49.0,PAMS,Cost Plus Award Fee,3357520258,2501
2014,Defense,20:49.0,PAMS,Fixed Price Redetermination,1238119.709,52
2014,Defense,20:49.0,Products,Combination (two or more),246997330.7,384
2014,Defense,20:49.0,Products,Cost No Fee,2049218403,739
2011,Defense,20:49.0,PAMS,Cost Sharing,1203977.79,15
2011,Defense,20:49.0,PAMS,Fixed Price Level of Effort,426148608.7,951
2011,Defense,20:49.0,Products,Order Dependent (IDV only),0,NULL
2011,Defense,20:49.0,R&D,Cost Sharing,161766953,192
2011,Defense,20:49.0,R&D,Fixed Price Level of Effort,124330120.8,399
2012,Defense,20:49.0,ERS,Firm Fixed Price,13994308797,8908723
2012,Defense,20:49.0,FRS&C,Cost Plus Award Fee,1510917845,2255
2012,Defense,20:49.0,FRS&C,Cost Plus Incentive,370217443.2,126
2012,Defense,20:49.0,FRS&C,Other (none of the above),937942.67,33
2012,Defense,20:49.0,Fuel,Fixed Price Redetermination,0,NULL
2012,Defense,20:49.0,ICT,Combination (two or more),601278548.6,1104
2012,Defense,20:49.0,ICT,Fixed Price Incentive,152816489,441
2012,Defense,20:49.0,ICT,Fixed Price Level of Effort,101736093.8,261
2012,Defense,20:49.0,ICT,Not Reported,-1094351.11,26
2012,Defense,20:49.0,ICT,Time and Materials,823504729.6,2181
2012,Defense,20:49.0,MED,Combination (two or more),3891694.57,91
2012,Defense,20:49.0,MED,Fixed Price Incentive,677469214.9,151
2012,Defense,20:49.0,PAMS,Cost No Fee,1489219518,5799
2012,Defense,20:49.0,PAMS,Labor Hours,1097627273,2484
2012,Defense,20:49.0,Products,Firm Fixed Price,99187224191,829687
2012,Defense,20:49.0,R&D,Cost No Fee,2169426385,3747
2012,Defense,20:49.0,R&D,Labor Hours,25224341.21,192
2013,Defense,20:49.0,NULL,Time and Materials,-120511.23,8
2013,Defense,20:49.0,ERS,Combination (two or more),147151359.2,232
2013,Defense,20:49.0,ERS,Order Dependent (IDV only),0,NULL
2013,Defense,20:49.0,FRS&C,Cost Sharing,4905038.834,21
2013,Defense,20:49.0,FRS&C,Fixed Price Award Fee,186082682.5,267
2013,Defense,20:49.0,FRS&C,Fixed Price Level of Effort,308509.213,8
2013,Defense,20:49.0,Fuel,Cost Plus Fixed Fee,67410,3
2013,Defense,20:49.0,ICT,Labor Hours,188751270.7,618
2013,Defense,20:49.0,MED,Firm Fixed Price,2976596720,17965
2013,Defense,20:49.0,PAMS,Cost Sharing,56169,3
2013,Defense,20:49.0,PAMS,Fixed Price Level of Effort,1155426971,1102
2013,Defense,20:49.0,PAMS,Fixed Price with Economic Price Adjustment,31027936.62,1365
2013,Defense,20:49.0,PAMS,Time and Materials,1071038923,5900
2013,Defense,20:49.0,Products,Cost Plus Award Fee,1002139815,977
2013,Defense,20:49.0,Products,Cost Plus Fixed Fee,10613035743,6879
2013,Defense,20:49.0,Products,Order Dependent (IDV only),0,0
2013,Defense,20:49.0,R&D,Fixed Price Level of Effort,152250768.9,425
2013,Defense,20:49.0,R&D,Fixed Price with Economic Price Adjustment,1998.05,2
2013,Defense,20:49.0,R&D,Time and Materials,99756484.28,782
2014,Defense,20:49.0,ERS,Firm Fixed Price,13148854388,9835957
2014,Defense,20:49.0,FRS&C,Cost No Fee,93487840.91,523
2014,Defense,20:49.0,Fuel,Fixed Price Award Fee,0,NULL
2014,Defense,20:49.0,ICT,Combination (two or more),24950980.47,308
2014,Defense,20:49.0,ICT,Time and Materials,308300339.8,981
2014,Defense,20:49.0,MED,Combination (two or more),-1251933.437,5
2014,Defense,20:49.0,MED,Order Dependent (IDV only),0,0
2013,Defense,20:49.0,ERS,Fixed Price Award Fee,125004442.8,148
2013,Defense,20:49.0,ERS,Fixed Price with Economic Price Adjustment,2052837453,1420982
2013,Defense,20:49.0,FRS&C,Cost Plus Award Fee,1756643692,1733
2013,Defense,20:49.0,Fuel,Firm Fixed Price,597939271.9,4014
2013,Defense,20:49.0,ICT,Firm Fixed Price,8710332065,82535
2013,Defense,20:49.0,ICT,Fixed Price Incentive,109405085.6,571
2013,Defense,20:49.0,ICT,Not Reported,-3053008.56,27
2013,Defense,20:49.0,PAMS,Combination (two or more),447912866.8,1840
2013,Defense,20:49.0,PAMS,Fixed Price Incentive,85356743.45,92
2013,Defense,20:49.0,PAMS,Not Reported,-1163304.78,43
2013,Defense,20:49.0,Products,Time and Materials,171941017.1,876
2013,Defense,20:49.0,R&D,Cost Plus Incentive,3104482090,1123
2013,Defense,20:49.0,R&D,Fixed Price Award Fee,-166429.8496,6
2014,Defense,20:49.0,ERS,Fixed Price Incentive,225882617.7,965
2014,Defense,20:49.0,FRS&C,Firm Fixed Price,29661808305,129085
2014,Defense,20:49.0,Fuel,Order Dependent (IDV only),0,NULL
2014,Defense,20:49.0,ICT,Cost Plus Award Fee,157243044.7,403
2014,Defense,20:49.0,ICT,Fixed Price with Economic Price Adjustment,65317897.9,19253
2014,Defense,20:49.0,ICT,Order Dependent (IDV only),0,NULL
2014,Defense,20:49.0,MED,Fixed Price Award Fee,77016658.78,72
2014,Defense,20:49.0,MED,Fixed Price with Economic Price Adjustment,2468352.334,79
2014,Defense,20:49.0,PAMS,Cost Sharing,251970.5701,6
2014,Defense,20:49.0,PAMS,Firm Fixed Price,21698061504,94993
2014,Defense,20:49.0,Products,Cost Sharing,6194388,13
2014,Defense,20:49.0,R&D,Fixed Price Level of Effort,112506897.6,335
2014,Defense,20:49.0,Products,Fixed Price Incentive,21757542636,2426
2014,Defense,20:49.0,Products,Fixed Price with Economic Price Adjustment,1036254353,22144
2014,Defense,20:49.0,Products,Labor Hours,8731551.578,97
2014,Defense,20:49.0,R&D,Cost Plus Fixed Fee,13380774849,32955
2014,Defense,20:49.0,R&D,Fixed Price Award Fee,-20.89,1
2014,Defense,20:49.0,R&D,Fixed Price Redetermination,-53629.1895,2
2014,Defense,20:49.0,FRS&C,Fixed Price with Economic Price Adjustment,466446337,3843
2014,Defense,20:49.0,Fuel,Cost Plus Fixed Fee,273836,9
2014,Defense,20:49.0,ICT,Labor Hours,186355369.8,475
2014,Defense,20:49.0,MED,Firm Fixed Price,3298017562,16690
2014,Defense,20:49.0,PAMS,Fixed Price Level of Effort,841693024.9,999
2014,Defense,20:49.0,PAMS,Fixed Price with Economic Price Adjustment,11964532.73,1285
2014,Defense,20:49.0,PAMS,Time and Materials,829855500.3,4643
2014,Defense,20:49.0,Products,Cost Plus Award Fee,930584382.3,829
2014,Defense,20:49.0,Products,Cost Plus Fixed Fee,15833125084,7226
2014,Defense,20:49.0,Products,Order Dependent (IDV only),0,0
2014,Defense,20:49.0,Products,Other (none of the above),0,2
2014,Defense,20:49.0,R&D,Fixed Price with Economic Price Adjustment,0,NULL
2014,Defense,20:49.0,R&D,Time and Materials,-1061625.693,533
2014,Defense,20:49.0,PAMS,Cost No Fee,801315417,4610
2014,Defense,20:49.0,PAMS,Fixed Price Incentive,42584433.01,95
2014,Defense,20:49.0,PAMS,Labor Hours,294741533.1,1218
2014,Defense,20:49.0,PAMS,Not Reported,-6074078.559,39
2014,Defense,20:49.0,Products,Fixed Price Redetermination,21826449.39,143
2014,Defense,20:49.0,R&D,Cost No Fee,2353443266,3253
2014,Defense,20:49.0,R&D,Fixed Price Incentive,2203984272,182
2014,Defense,20:49.0,R&D,Labor Hours,7490805.866,89
2011,Defense,20:49.0,Products,Fixed Price with Economic Price Adjustment,2952499792,27113
2011,Defense,20:49.0,Products,Labor Hours,514209191.6,18520
2011,Defense,20:49.0,R&D,Fixed Price Redetermination,-1675082.09,14
2012,Defense,20:49.0,NULL,Cost Plus Award Fee,0,NULL
2012,Defense,20:49.0,ERS,Cost No Fee,1274578053,428707
2012,Defense,20:49.0,ERS,Cost Plus Award Fee,2085120640,3129
2012,Defense,20:49.0,ERS,Fixed Price with Economic Price Adjustment,3105629161,1550920
2012,Defense,20:49.0,ERS,Labor Hours,23490797.27,95
2012,Defense,20:49.0,FRS&C,Cost Plus Fixed Fee,1096723797,1634
2012,Defense,20:49.0,FRS&C,Fixed Price Level of Effort,694724.6,5
2012,Defense,20:49.0,Fuel,Firm Fixed Price,707663597,4070
2012,Defense,20:49.0,Fuel,Fixed Price Award Fee,25506.97,5
2012,Defense,20:49.0,ICT,Firm Fixed Price,8632444223,95080
2012,Defense,20:49.0,ICT,Fixed Price Award Fee,91022111.87,76
2012,Defense,20:49.0,MED,Cost Sharing,5402.77,2
2012,Defense,20:49.0,MED,Firm Fixed Price,2947821748,18637
2012,Defense,20:49.0,PAMS,Combination (two or more),857781774.7,2481
2012,Defense,20:49.0,PAMS,Fixed Price Incentive,115808012.2,92
2012,Defense,20:49.0,PAMS,Time and Materials,2463127605,8659
2012,Defense,20:49.0,Products,Time and Materials,726113148.1,1291
2012,Defense,20:49.0,R&D,Cost Plus Incentive,3146300802,1103
2013,Defense,20:49.0,NULL,Not Reported,-30689.65,2
2013,Defense,20:49.0,ERS,Fixed Price Incentive,209408425.6,893
2013,Defense,20:49.0,ERS,Time and Materials,489383287.6,1591
2013,Defense,20:49.0,FRS&C,Fixed Price Redetermination,69112537.24,197
2013,Defense,20:49.0,FRS&C,Not Reported,9484190.94,8
2013,Defense,20:49.0,Fuel,Order Dependent (IDV only),0,NULL
2013,Defense,20:49.0,ICT,Cost Plus Fixed Fee,4124441543,9153
2013,Defense,20:49.0,ICT,Order Dependent (IDV only),0,NULL
2013,Defense,20:49.0,MED,Cost No Fee,63209176.94,87
2013,Defense,20:49.0,MED,Cost Plus Award Fee,1094689.271,23
2013,Defense,20:49.0,MED,Fixed Price with Economic Price Adjustment,-5648052.796,159
2013,Defense,20:49.0,MED,Labor Hours,33316045.9,152
2013,Defense,20:49.0,MED,Order Dependent (IDV only),0,NULL
2013,Defense,20:49.0,PAMS,Firm Fixed Price,22196346426,109983
2013,Defense,20:49.0,PAMS,Fixed Price Award Fee,37953333.16,265
2013,Defense,20:49.0,Products,Fixed Price Award Fee,19911766.58,104
2013,Defense,20:49.0,R&D,Combination (two or more),248952457.6,678
2013,Defense,20:49.0,R&D,Fixed Price Incentive,341432183.5,209
2014,Defense,20:49.0,ERS,Cost Plus Fixed Fee,3839212124,4293
2014,Defense,20:49.0,ERS,Fixed Price Award Fee,124312762.4,157
2014,Defense,20:49.0,FRS&C,Cost Plus Incentive,462650848.4,190
2014,Defense,20:49.0,FRS&C,Other (none of the above),316255.613,24
2014,Defense,20:49.0,ICT,Cost Plus Incentive,221392675.4,338
2014,Defense,20:49.0,ICT,Fixed Price Redetermination,86086.52,30
2014,Defense,20:49.0,ICT,Not Reported,-1160857.69,16
2014,Defense,20:49.0,MED,Fixed Price Incentive,1092876534,181
2014,Defense,20:49.0,MED,Time and Materials,-5485.6799,5
2014,Defense,20:49.0,PAMS,Order Dependent (IDV only),0,NULL
2014,Defense,20:49.0,R&D,Cost Sharing,175921410.1,175
2014,Defense,20:49.0,R&D,Firm Fixed Price,2677730332,8317
2011,Defense,20:49.0,MED,Labor Hours,37960121.15,142
2011,Defense,20:49.0,MED,Order Dependent (IDV only),0,NULL
2011,Defense,20:49.0,PAMS,Cost Plus Fixed Fee,16001686723,31360
2011,Defense,20:49.0,PAMS,Fixed Price Award Fee,202153795.2,577
2011,Defense,20:49.0,PAMS,Other (none of the above),0,3
2011,Defense,20:49.0,Products,Cost Plus Fixed Fee,8744615123,6039
2011,Defense,20:49.0,Products,Fixed Price Award Fee,44323113.46,775
2011,Defense,20:49.0,Products,Other (none of the above),0,1
2011,Defense,20:49.0,R&D,Fixed Price Incentive,447941524.3,207
2011,Defense,20:49.0,R&D,Time and Materials,265075456.6,1485
2012,Defense,20:49.0,ERS,Cost Plus Fixed Fee,3088658218,4105
2012,Defense,20:49.0,ERS,Fixed Price Award Fee,130796737.2,155
2012,Defense,20:49.0,ERS,Fixed Price Level of Effort,463260.64,5
2012,Defense,20:49.0,FRS&C,Cost No Fee,365270220.8,602
2012,Defense,20:49.0,FRS&C,Fixed Price with Economic Price Adjustment,329740756.5,2359
2012,Defense,20:49.0,ICT,Cost Plus Incentive,180458197.3,1031
2012,Defense,20:49.0,ICT,Fixed Price Redetermination,643390.79,10
2012,Defense,20:49.0,PAMS,Not Reported,-1159433.68,49
2012,Defense,20:49.0,Products,Combination (two or more),4938274883,1250
2012,Defense,20:49.0,Products,Fixed Price Redetermination,104349300.6,995
2012,Defense,20:49.0,R&D,Fixed Price Award Fee,100000,4
2013,Defense,20:49.0,NULL,Firm Fixed Price,-100766.16,24
2013,Defense,20:49.0,ERS,Fixed Price Redetermination,57755789.2,85
2013,Defense,20:49.0,ERS,Not Reported,-3747.85,2
2013,Defense,20:49.0,FRS&C,Firm Fixed Price,27146211863,133876
2013,Defense,20:49.0,FRS&C,Fixed Price Incentive,148316024.2,287
2013,Defense,20:49.0,ICT,Cost No Fee,220518324.6,1140
2013,Defense,20:49.0,ICT,Fixed Price with Economic Price Adjustment,102813750.4,23303
2013,Defense,20:49.0,MED,Cost Plus Fixed Fee,7448214145,380
2013,Defense,20:49.0,MED,Fixed Price Level of Effort,486896.4844,2
2013,Defense,20:49.0,PAMS,Cost Plus Incentive,920979159.3,780
2013,Defense,20:49.0,Products,Cost Plus Incentive,8430334306,2962
2014,Defense,20:49.0,ERS,Cost Plus Incentive,2007748954,1412
2014,Defense,20:49.0,ERS,Fixed Price with Economic Price Adjustment,1692544958,1312657
2014,Defense,20:49.0,FRS&C,Cost Plus Award Fee,1375035048,1803
2014,Defense,20:49.0,FRS&C,Cost Plus Fixed Fee,1083754053,1205
2014,Defense,20:49.0,FRS&C,Labor Hours,17238451.94,168
2014,Defense,20:49.0,Fuel,Firm Fixed Price,3879278726,9709
2014,Defense,20:49.0,ICT,Firm Fixed Price,9137807587,79301
2014,Defense,20:49.0,ICT,Fixed Price Incentive,139370743.7,516
2014,Defense,20:49.0,MED,Fixed Price Redetermination,12081,1
2014,Defense,20:49.0,PAMS,Combination (two or more),58525581.95,768
2014,Defense,20:49.0,R&D,Cost Plus Incentive,2500233433,1180
