ParentID	FiscalYear	ObligatedAmount	ObligatedAmountIsSmall	PercentIsSmall	LargeGreaterThan3B	MaxOfAnyIsSmall	MinOfAnyIsSmall	MaxOfIsOnePercentPlusSmall	MinOfIsOnePercentPlusSmall	MaxOfAlwaysIsSmall	MinOfAlwaysIsSmall
WOODWARD CLYDE	2001	6201366	0	0	0	0	0	0	0	0	0
SYSTEMS & ELECTRONICS	2009	204825	204825	1	0	1	1	1	1	1	1
AKZO NOBEL	2003	5265357	0	0	0	0	0	0	0	0	0
ATMOS ENERGY	2014	6905785.976	0	0	0	0	0	0	0	0	0
OBERON ASSOCIATES	2012	147776727	81793989.18	0.553497	0	1	1	1	1	0	0
GRUNLEY CONSTRUCTION CO	2009	178106505	27969	0.000157	0	1	1	0	0	0	0
INSIGHT ENTERPRISES	2009	18229225.95	98242.84	0.005389	0	1	0	1	0	0	0
CENTRAL PARKING	2014	2749535.43	853213.94	0.310312	0	1	0	1	0	0	0
SIMULA	1995	9851777	8764401	0.889626	0	1	1	1	1	1	0
SUPREME GROUP	2010	2085717426	0	0	0	0	0	0	0	0	0
CSX	2003	-1556	-1556	1	1	1	1	1	1	1	1
OGDEN	2012	4690.26	0	0	0	1	1	0	0	0	0
BROWNING FERRIS	2010	3674.27	3674.27	1	0	1	1	1	1	1	1
BPLW ARCHITECT	2001	2385905	0	0	0	0	0	0	0	0	0
SPECTRUM GROUP INTERNATIONAL	2006	423003801.9	0	0	1	0	0	0	0	0	0
ZIMMERMAN ASSOCIATES	2012	42017645.64	23042969.86	0.548411	0	1	1	1	1	1	0
CONCURRENT TECHNOLOGIES CORPORATION	2009	184934693.9	113705	0.000614	0	1	1	1	0	1	0
WESTAT	2007	388871015.8	2737060.86	0.007038	0	1	1	1	0	0	0
SYSTEMS & ELECTRONICS	2006	346512	346512	1	0	1	1	1	1	1	1
MFI OFFICE SOLUTIONS	2012	-67.67	0	0	0	0	0	0	0	0	0
WOODWARD CLYDE	2004	-9000	0	0	0	0	0	0	0	0	0
GRUNLEY CONSTRUCTION CO	2006	211660480	574095	0.002712	0	1	1	0	0	0	0
EXXON MOBIL	1992	242395297	0	0	1	0	0	0	0	0	0
ROE ENTERPRISES	2001	58541632	0	0	0	0	0	0	0	0	0
AKZO NOBEL	2006	8085044	0	0	0	0	0	0	0	0	0
VANGENT [General Dynamics]	2009	471422387.5	8326031.23	0.017661	0	1	0	1	0	1	0
KONTRON AG	2014	9930540.013	0	0	0	0	0	0	0	0	0
DODSON STILSON	2011	94278.96	0	0	0	0	0	0	0	0	0
CANGENE	2015	43991033.51	0	0	0	0	0	0	0	0	0
NI INDUSTRIES	1995	2329180	0	0	0	0	0	0	0	0	0
SPACE CREATIONS TANZANIA	2011	70696.74	0	0	0	0	0	0	0	0	0
WEEKS MARINE	2008	145701715	0	0	0	0	0	0	0	0	0
SGS NORTH AMERICA	2008	206350	0	0	0	0	0	0	0	0	0
MIDWEST RESEARCH INSTITUTE	2009	-378553440.1	0	0	0	0	0	0	0	0	0
SMITH & WESSON HOLDING	2010	77225.5	0	0	0	0	0	0	0	0	0
LSI	2010	78276.52	78276.52	1	0	1	1	1	1	1	1
DAGHIGH SOFTWA	1993	259783	154568	0.594988	0	1	0	1	0	1	0
"PERCEPTEK, INC , EAGLE GROUP INTERNATIONAL, LLC, ACULIGHT CORP , RLM HOLDINGS PTY LTD [50%], NANTERO, INC [FEDERAL GOVERNMENT BUSINESS]"	2002	557820	557820	1	0	1	1	1	1	1	1
SMITH & WESSON HOLDING	2007	159367.93	8077.5	0.050684	0	1	1	1	1	0	0
RHEINMETALL AG	2003	6113884	0	0	0	0	0	0	0	0	0
OPTICS 1	2014	3138974	2233110	0.711413	0	1	1	1	0	0	0
BMC SOFTWARE	1994	174625	0	0	0	0	0	0	0	0	0
DODSON STILSON	2008	3822475.87	0	0	0	0	0	0	0	0	0
NI INDUSTRIES	1998	11206068	0	0	0	0	0	0	0	0	0
HARDIGG INDUSTRIES	1998	689061	419336	0.608561	0	1	1	1	1	0	0
TAMPA ELECTRIC COMPANY	2009	20115795.73	0	0	0	0	0	0	0	0	0
RAYTHEON	2001	6898355895	64719714	0.009381	1	1	0	1	0	1	0
COLT DEFENSE	2011	38123135.02	5509202.04	0.14451	0	1	1	1	1	0	0
GLOBAL INSIGHT	2005	921342	39190	0.042535	0	1	1	1	1	0	0
MFI OFFICE SOLUTIONS	2004	39519	0	0	0	0	0	0	0	0	0
LSI	2009	-459373.26	-465575.26	1.013501	0	1	0	1	0	1	0
PLATINUM EQUITY HOLDINGS	2001	295851	295851	1	0	1	1	1	1	1	1
CONFEDERATED SALISH & KOOTENAI	1998	525449	525449	1	0	1	1	1	1	1	1
G & P TEST ENGINEERING & DESIGN	2006	46287	46287	1	0	1	1	1	1	1	1
ZEIDERS ENTERPRISES	2001	10942581	494204	0.045163	0	1	1	1	1	0	0
IMS	2001	15030283	14852283	0.988157	0	1	1	1	1	0	0
FOLEY GARSKE	2010	22392.63	0	0	0	0	0	0	0	0	0
TEXAS RESEARCH	2003	4450570	4450570	1	0	1	1	1	1	1	1
BERGER GROUP	2004	107524223	80500	0.000748	0	1	0	1	0	0	0
KVAERNER	2001	11238540	0	0	0	1	0	0	0	0	0
RHEINMETALL AG	2004	5816952	0	0	0	0	0	0	0	0	0
WESTAT	2015	400806137.6	195	0	0	1	1	0	0	0	0
ABU DHABI NATIONAL OIL COMPANY	1998	23618547	0	0	1	0	0	0	0	0	0
LOGICON [NORTHROP GRUMMAN]	1998	233767440	435500	0.001862	0	1	0	1	0	0	0
OPEN TEXT	2015	14814007.33	1847311.95	0.1247	0	1	0	1	0	0	0
MARITIME HELICOPTER SUPPORT [Lockheed Martin/Sikorsky Joint Venture]	2012	274629425	0	0	1	0	0	0	0	0	0
SPACE GATEWAY SUPPORT	2012	16004677.07	0	0	0	0	0	0	0	0	0
ICF KAISER INTERNATIONAL	1995	-664964	0	0	0	0	0	0	0	0	0
WESTERN DATA SYSTEMS	2015	65295.5	65295.5	1	0	1	1	1	1	1	1
ENMRSH	1995	1637280	0	0	0	0	0	0	0	0	0
CONTRACT MANAGEMENT	2012	291222.48	291222.48	1	0	1	1	1	1	1	1
STRATEGIC PARTNERS	2012	987029.4	987029.4	1	0	1	1	1	1	1	1
ENGINEERED SUPPORT SYSTEMS	2015	294935	294935	1	0	1	1	1	1	1	1
ABU DHABI NATIONAL OIL COMPANY	1995	29074080	0	0	1	0	0	0	0	0	0
LA PALM ROYAL BEACH HOTEL	2015	7368.75	0	0	0	0	0	0	0	0	0
FRANCES E PLYLER	2014	-740	-740	1	0	1	1	1	1	1	1
LOGICON [NORTHROP GRUMMAN]	1995	101909444	0	0	0	0	0	0	0	0	0
Clark Construction & Balfour Beatty	2015	427241	0	0	1	0	0	0	0	0	0
TYSON FOODS	1992	4385934	0	0	1	0	0	0	0	0	0
BITWISE DESIGNS	2015	6236730.59	483921	0.077592	0	1	1	1	0	0	0
ICF KAISER INTERNATIONAL	2015	287794394.1	25384	0.000088	0	1	1	0	0	0	0
PROGRESS SOFTWARE	1995	240107	0	0	0	0	0	0	0	0	0
TYSON FOODS	1998	41971695	252590	0.006018	1	1	0	1	0	0	0
WEST COAST CONTRACTORS OF NEVA	2015	337341.73	337341.73	1	0	1	1	1	1	1	1
CONTRACT MANAGEMENT	2015	-219177.49	-219177.49	1	0	1	1	1	1	1	1
BOEING	1992	2519451612	0	0	1	0	0	0	0	0	0
MCNEIL TECHNOLOGIES	2012	62763907.17	-6717.5	-0.000107	0	1	1	0	0	0	0
BWK TECHNOLOGIES	2011	788280	0	0	0	0	0	0	0	0	0
TRW [NORTHROP GRUMMAN]	2002	2231865305	1148124	0.000514	1	1	0	1	0	1	0
GRINNELL	2002	199203	12513	0.062815	0	1	0	1	0	0	0
BERRYMAN & HENIGAR ENTERPRISES	2005	39785	39785	1	0	1	1	1	1	1	1
ELMA ELECTRONIC	2005	352118	336439	0.955472	0	1	1	1	1	0	0
ENTERPRISE INTERNATIONAL	2011	15784.09	0	0	0	0	0	0	0	0	0
BATAVIA	2005	13400	13400	1	0	1	1	1	1	1	1
DYNASIL CORPORATION OF AMERICA	2011	9261259.48	7371263.48	0.795924	0	1	1	1	1	0	0
OREGON FREEZE DRY	2002	615403	615403	1	0	1	1	1	1	1	1
REMINGTON ARMS COMPANY	1999	140000	0	0	0	0	0	0	0	0	0
FSA	2002	-18411	0	0	0	0	0	0	0	0	0
RB PAMPLIN	2008	7770526.17	7770526.17	1	0	1	1	1	1	1	1
REMINGTON ARMS COMPANY	2002	8916488	15000	0.001682	0	1	0	0	0	0	0
DYNASIL CORPORATION OF AMERICA	2014	9743013.199	6690388.259	0.686685	0	1	1	1	1	0	0
COMPUTER TEMPORARIES	2008	32193304.76	32020172.16	0.994622	0	1	1	1	1	1	0
KFRI	2002	5039000	0	0	0	0	0	0	0	0	0
MEDAPHIS	1999	13577529	13517529	0.99558	0	1	1	1	1	0	0
THE ALPINE GROUP	2011	2012820.53	0	0	0	0	0	0	0	0	0
BEARINGPOINT [NORTH AMERICAN PUBLIC SERVICES]	2002	19338040	0	0	1	0	0	0	0	0	0
APPLANIXCORP	2008	2248700.23	42995	0.019119	0	1	0	1	0	0	0
ADA	2002	470852	470852	1	0	1	1	1	1	1	1
GENEVAORA	1999	104384	104384	1	0	1	1	1	1	1	1
EST GROUP	1999	368240	368240	1	0	1	1	1	1	1	1
EVERGREEN INTERNATIONAL	2005	32461245.42	7671806.06	0.236337	0	1	0	1	0	0	0
JAVELIN [LOCKHEED MARTIN/TEXAS INSTRUMENTS/RAYTHEON]	1998	197627968	0	0	1	0	0	0	0	0	0
USAID/BANGLADESH	2004	2000119.7	1492954.7	0.746432	0	1	1	1	1	0	0
COMPASS GROUP	2009	1586023.15	0	0	0	1	1	0	0	0	0
SOONER PROCESS	1999	1711770	1711770	1	0	1	1	1	1	1	1
HOCHTIEF AG	2004	187936177.1	77584339	0.412822	1	1	0	1	0	1	0
KPMG	2011	133283197.9	31406.17	0.000235	1	1	0	0	0	0	0
GEL	2004	2201.4	2201.4	1	0	1	1	1	1	1	1
BDS	1996	33936033	20467738	0.603127	0	1	0	1	0	0	0
SUBSURFACE SOLUTIONS	2014	8818	8818	1	0	1	1	1	1	1	1
KELLY SERVICES	2006	126694585.2	5249	0.000041	1	1	0	0	0	0	0
H & P CONTRACTOR	2007	-84822.8	-84822.8	1	0	1	1	1	1	1	1
HILL GROUP	2006	276204.04	0	0	0	0	0	0	0	0	0
EQE	2002	54912	54912	1	0	1	1	1	1	1	1
CHASE MANHATTAN BANK	2012	2399342.47	3494	0.001456	0	1	1	0	0	0	0
HARRIS	1991	651000	651000	1	1	1	1	1	1	1	1
GW COMMERCIAL SERVICES	2001	474818	5000	0.01053	0	1	1	1	1	0	0
CALTEX PETROLEUM	1998	5174080	0	0	0	0	0	0	0	0	0
SYNTHES USA	2015	1189512.27	0	0	0	0	0	0	0	0	0
ROLM COMPANY	2011	4450	4450	1	0	1	1	1	1	1	1
HARPER INDUSTRIES	2014	1234381	0	0	0	0	0	0	0	0	0
DIVERSIFIED DISTRIBUTORS INTL	2012	268358.92	251241.62	0.936214	0	1	1	1	1	0	0
TX state government	2006	134880.94	36120	0.267791	0	1	1	1	1	0	0
PHILIPS	1999	4019683	53990	0.013431	1	1	0	1	0	0	0
COMPASS GROUP	2006	415128.9	68902.85	0.165979	0	1	1	1	1	0	0
CALTEX PETROLEUM	1995	12930020	0	0	0	0	0	0	0	0	0
CAPITAL PRESENTATIONS	2001	154000	154000	1	0	1	1	1	1	1	1
ENMAX	2003	1646003	1646003	1	0	1	1	1	1	1	1
SPARTA	2008	156512820.2	9826374.4	0.062783	0	1	1	1	1	0	0
BELL COUNTY WA	2007	2544223.41	2544223.41	1	0	1	1	1	1	1	1
ARMOR HOLDINGS [BAE]	2001	5482212	3864887	0.704986	0	1	0	1	0	1	0
HILL GROUP	2009	4112849.67	0	0	0	0	0	0	0	0	0
INTERTEK TESTING SERVICES	2014	556873.5585	-19790.0596	-0.035537	0	1	1	1	1	0	0
ACCOUNT CONTROL TECHNOLOGY	2006	7451177	7451177	1	0	1	1	1	1	1	1
ACULIGHT	2009	1357141.49	825087.52	0.607959	0	1	1	1	1	0	0
PC CONNECTION	1992	25980	25980	1	0	1	1	1	1	1	1
THE MAGUIRE	2003	2486649	553212	0.222472	0	1	1	1	1	0	0
ALON USA	2001	24700000	24700000	1	1	1	1	1	1	1	1
VALLEY METRO BARABOSA GROUP JV	2014	27818336.78	27818336.78	1	0	1	1	1	1	1	1
SCION ASSOCIATES	2007	129800	129800	1	0	1	1	1	1	1	1
BINDLEY WESTERN INDUSTRIES	2001	17971171	0	0	0	0	0	0	0	0	0
SPARTA	2014	184306617.2	-282393.5195	-0.001532	0	1	1	0	0	0	0
GRAY RESEARCH	2007	22957713.44	19612927.39	0.854306	0	1	1	1	1	0	0
ENSR INTERNATIONAL	1998	577014	0	0	0	0	0	0	0	0	0
HUMAN SERVICE GROUP	2007	32175582.56	0	0	0	0	0	0	0	0	0
GLOBAL AVIATION	2008	1001800	245000	0.244559	0	1	1	1	0	1	0
ANIXTER	1995	18434535	0	0	1	0	0	0	0	0	0
"ICON SYSTEMS, INC , SM CONSULTING"	2007	27718961.62	26800668.29	0.966871	0	1	0	1	0	1	0
CORE CONSTRUCTION	2011	2887451.97	0	0	0	0	0	0	0	0	0
Allan Vanguard	2001	617672	0	0	0	0	0	0	0	0	0
HITACHI ZOSEN	2013	1245690.714	0	0	0	0	0	0	0	0	0
PSI INDUSTRIES	2014	663775	546044	0.822634	0	1	1	1	1	0	0
PRC 	1993	290124199	12999014	0.044804	0	1	0	1	0	0	0
APPLIED TECHNOLOGY COUNCIL	2001	555000	0	0	0	0	0	0	0	0	0
WORKPLACE INTEGRATORS	2002	56813	56813	1	0	1	1	1	1	1	1
UNOPS	2011	42000	0	0	0	0	0	0	0	0	0
BAXTER INTERNATIONAL	2011	9358514.13	77272.64	0.008256	0	1	1	0	0	0	0
MASSEY CONSTRUCTION	2011	14862.13	4541.13	0.30555	0	1	1	1	1	0	0
THE SMITH GROUP	1999	1424626	0	0	0	0	0	0	0	0	0
TIME WARNER CABLE	2002	1495764	100380	0.067109	1	1	0	1	0	1	0
BAE SYSTEMS	2009	7763072914	76477946.95	0.009851	1	1	0	1	0	1	0
SCRA	2006	9115488.74	1303600	0.143009	0	1	0	1	0	0	0
KAMAN	2007	23807937.15	540.04	0.000022	0	1	0	1	0	1	0
HESS	2003	15866584	574578	0.036213	0	1	0	1	0	0	0
AMERICAN HOSPITAL SERVICE GROUP	2004	6175519.2	5718824.5	0.926047	0	1	1	1	1	0	0
GLOBECOMM SYSTEMS	2003	1185524	1185524	1	0	1	1	1	1	1	1
WORKPLACE INTEGRATORS	2003	69813	69813	1	0	1	1	1	1	1	1
BROWING FERRIS INDUSTRIES	2003	488937	0	0	0	0	0	0	0	0	0
THE CITY UNIVERSITY NEW YORK	2008	816362.04	0	0	0	0	0	0	0	0	0
LANE INDUSTRIES	2010	78931082.93	0	0	0	0	0	0	0	0	0
QUEST DIAGNOSTICS	2001	13884758	527000	0.037955	1	1	0	1	0	1	0
VERIZON	2009	518034144.1	1337107.81	0.002581	1	1	0	1	0	0	0
KFORCE	2009	38845903.75	20540493.05	0.528768	0	1	0	1	0	0	0
STANFORD UNIVERSITY	2000	217242296	60000	0.000276	1	1	0	0	0	0	0
DESBUILD INCORPORATED REC INTERNATIONAL JV	2012	156667638	0	0	0	0	0	0	0	0	0
HISCOCK & BARCLAY LLP	2000	168000	168000	1	0	1	1	1	1	1	1
FALCON SECURITY	2009	23158.75	23158.75	1	0	1	1	1	1	1	1
THE MCGRAW HILL	2009	-85694.15	0	0	0	0	0	0	0	0	0
MUSCOGEE NATION BUSINESS ENTER	2012	31779101.92	31779101.92	1	0	1	1	1	1	1	1
THATCHER PETER A	2001	166000	166000	1	0	1	1	1	1	1	1
ARETE ASSOCIATES	2015	35479625.28	35441870.28	0.998935	0	1	1	1	1	1	0
KOR ELECTRONICS	2001	3750852	3750852	1	0	1	1	1	1	1	1
SIOUX CONTRACT	2002	11900000	11900000	1	0	1	1	1	1	1	1
Sauer Holdings Inc	2006	201981552.2	35269.45	0.000174	0	1	0	1	0	1	0
CAPROCK COMMUNICATIONS	2006	96380210.61	89889317.61	0.932653	0	1	1	1	1	0	0
PACIFIC CONSTRUCTION SERVICES	2001	17844442	17844442	1	0	1	1	1	1	1	1
CARAHSOFT TECHNOLOGY	2009	187316021.9	131849026.4	0.703885	0	1	1	1	1	0	0
AUSTAL	2012	1055182934	4452	0.000004	0	1	0	0	0	0	0
WASTE CONNECTIONS	2009	1177553.49	71542.65	0.060755	0	1	0	1	0	1	0
EI KANE	2009	3351664.59	104241.1	0.031101	0	1	1	1	1	0	0
WILBUR SMITH ASSOCIATES	2015	-240857.03	0	0	0	0	0	0	0	0	0
PROQUEST COMPAN	2006	2929410.3	165170	0.056383	0	1	1	1	1	0	0
AAR	2006	192382968.9	2249897.46	0.011694	0	1	0	1	0	0	0
MANTECH INTL A	1997	176421196	2509299	0.014223	0	1	0	1	0	1	0
SMITHS GROUP	2004	141209370.3	17018905.23	0.120522	1	1	0	1	0	0	0
MCDERMOTT INTERNATIONAL	2004	1215130425	98094682.92	0.080727	1	1	0	1	0	1	0
VANEE FOODS COMPANY	2004	124862	124862	1	0	1	1	1	1	1	1
UNIVERSITY OF ARIZONA	1998	5413915	0	0	0	0	0	0	0	0	0
MCCLANAHAN & BURNHAM	2006	121259	121259	1	0	1	1	1	1	1	1
BELL HOWELL	2006	4281192.09	7110	0.00166	0	1	0	1	0	1	0
UMBC/DEPT OF INFORMATION SYS	2006	1308869	0	0	0	0	0	0	0	0	0
MCKESSON	1995	2017287	0	0	1	0	0	0	0	0	0
MARRIOTT	1998	169858	70608	0.415688	0	1	0	1	0	1	0
WORKPLACE INTEGRATORS	2006	-125646	3139	-0.024982	0	1	1	0	0	0	0
ESCO TECH	2003	1581847	1056892	0.668137	0	1	0	1	0	1	0
ABS GROUP OF COMPANIES	2015	77625	0	0	0	0	0	0	0	0	0
JOHN T STALP	2013	162571.08	162571.08	1	0	1	1	1	1	1	1
CHUGACH ALASKA	1997	55831847	55831847	1	0	1	1	1	1	1	1
COMPUWARE	2010	17772619.01	414596.42	0.023327	0	1	1	1	1	1	0
RESEARCH TRIANGLE INSTITUTE	1994	3441476	28516	0.008285	0	1	0	1	0	0	0
BERING STRAIT	2000	2016597	2016597	1	0	1	1	1	1	1	1
ZEBRA TECHNOLOGIES	2007	1253314.54	2346.8	0.001872	0	1	0	0	0	0	0
ELLIOTT AVIATION	2007	5580	0	0	0	0	0	0	0	0	0
BURLINGTON INDUSTRIES	2002	14612200	149001	0.010197	0	1	0	1	0	0	0
INGERSOLL INTE	2005	90000	0	0	0	0	0	0	0	0	0
ATLANTIC DIVING SUPPLY	2008	345806556.9	339677498.6	0.982276	0	1	0	1	0	0	0
ESCO TECH	2005	1794360.24	1240383	0.691267	0	1	0	1	0	1	0
TAYLOR GRAPHICS DBA ASI	2005	7334.67	7334.67	1	0	1	1	1	1	1	1
INTEGRATED RESOURCES	2011	1281308.71	0	0	0	0	0	0	0	0	0
IMO INDUSTRIES	2011	8693488.09	8295759.59	0.954249	0	1	1	1	1	0	0
JEOL	2005	6299969.77	779713.84	0.123764	0	1	1	1	1	0	0
YOUNG & RUBICAM	1999	110779693	0	0	0	0	0	0	0	0	0
NCR	2002	57939678.04	243885.04	0.004209	1	1	1	1	0	0	0
RENTOKIL TROPICAL PLANT	2005	25981.5	24433.5	0.940419	0	1	1	1	1	0	0
BROOKHAVEN SCIENCE  [BATTELLE/RESEARCH FOUNDATION OF SUNY]	2008	510174969.9	0	0	1	0	0	0	0	0	0
THE WILLIAMS COMPANY	2002	381538	42656	0.1118	0	1	0	1	0	0	0
SDS INTERNATION	2005	11888723	11888723	1	0	1	1	1	1	1	1
MULTI CARTING	1999	63033	63033	1	0	1	1	1	1	1	1
THE ELLIOTT COMPANY _	2005	-30923.52	-30923.52	1	0	1	1	1	1	1	1
TK ENGINEERING ASSOCIATES	2005	474850	474850	1	0	1	1	1	1	1	1
JOHNSON EDMUND F	2002	55000	55000	1	0	1	1	1	1	1	1
BROOKHAVEN SCIENCE  [BATTELLE/RESEARCH FOUNDATION OF SUNY]	2005	462727117.3	6000	0.000012	1	1	0	1	0	0	0
HIGHLAND ACQUISITION	2011	6370185.53	5985	0.000939	0	1	0	0	0	0	0
BAY STATE GAS	2005	2402676.82	0	0	0	0	0	0	0	0	0
NATIONAL CENTER FOR STATE COUR	2008	12836861	0	0	0	0	0	0	0	0	0
COMPUWARE	2002	15633431	5385617	0.344493	0	1	0	1	0	1	0
QUANTUM RESEARCH INTERNATIONAL	2002	364374149	360870164	0.990383	0	1	1	1	1	0	0
DATATRAC INFORMATION SERVICES [COMPUTER SCIENCES]	1996	56548	56548	1	0	1	1	1	1	1	1
BERING STRAIT	2008	3890942.82	3890942.82	1	0	1	1	1	1	1	1
SPENCER REED GROUP	2011	1822370.18	0	0	0	0	0	0	0	0	0
NATHAN ASSOCIATES	2005	25793966.5	8674051.5	0.336282	0	1	1	1	1	0	0
RESEARCH TRIANGLE INSTITUTE	2002	212390322	522552	0.00246	0	1	1	0	0	0	0
ESCO TECH	2008	4697929.51	1985336	0.422598	0	1	0	1	0	1	0
STUART C IRBY COMPANY	2005	113038.17	56608.17	0.500788	0	1	0	1	0	1	0
BURLINGTON INDUSTRIES	2005	14402429.88	0	0	0	0	0	0	0	0	0
NCR	2005	45222420.79	106643	0.002358	1	1	0	1	0	0	0
SULLIVANENVIRONMENTALSOLUTIO	2005	-4097	0	0	0	0	0	0	0	0	0
ASSOCIATION OF UNIVERSITIES FOR RESEARCH IN ASTRONOMY	2011	96042377.42	0	0	1	0	0	0	0	0	0
HEALTH ECONOMICS RESEARCH	2005	422879	422879	1	0	1	1	1	1	1	1
IRON MOUNTAIN	1999	71110	0	0	0	0	0	0	0	0	0
HARSCO	1999	559369	0	0	0	0	0	0	0	0	0
UNIVERSITY OF UTAH HEALTH SCIE	1998	2545252	0	0	0	0	0	0	0	0	0
JEOL	2002	2425891.32	94299	0.038871	0	1	1	1	1	0	0
WELLPOINT	2004	924160	0	0	1	0	0	0	0	0	0
HIGHMARK	1997	227662331	0	0	1	0	0	0	0	0	0
JOHN Q HAMMONS HOTELS	2010	459264	0	0	0	0	0	0	0	0	0
DASSAULT SYSTÈMES	2003	1259232	801015	0.636113	0	1	0	1	0	1	0
PETROLEUM TRADERS	1991	350000	350000	1	0	1	1	1	1	1	1
Habib Rafiq Private Limited	2010	7800000	0	0	0	0	0	0	0	0	0
SKANSKA USA	2007	20765640.04	0	0	1	0	0	0	0	0	0
ASSURANCE TECHNOLOGY TRUST	2013	43211834.16	33957517.79	0.785838	0	1	1	1	1	0	0
UNIVERSITY OF CALIFORNIA	2010	1072381636	269926.35	0.000251	1	1	0	1	0	0	0
CLEANWELL MAINTENANCE	2007	15450	15450	1	0	1	1	1	1	1	1
BARRINGER INSTRUMENTS	1994	477075	0	0	0	0	0	0	0	0	0
CHUCK FUNKE	2013	21983993.91	21964436.6	0.99911	0	1	1	1	1	0	0
STG INTERNATIONAL	2010	322619196.9	157342204.4	0.487702	0	1	1	1	1	0	0
JJMA HOLDINGS	2010	31271943.78	0	0	0	0	0	0	0	0	0
ABACUS TECHNOLOGY	2000	22819586.81	7927065	0.347379	0	1	1	1	1	0	0
TOLTEST	2006	219833991.2	124742060	0.567437	0	1	1	1	1	0	0
ROBERTSON AND	2010	4400456.25	4400456.25	1	0	1	1	1	1	1	1
THE MITRE	2004	672932252.9	201937	0.0003	0	1	0	1	0	0	0
CSI AVIATION SERVICES	2000	11789000	11789000	1	0	1	1	1	1	1	1
HDR	1997	1549221	62112	0.040092	0	1	0	1	0	0	0
PACIFIC INSTRUMENTS	2013	1340753.88	1327458.88	0.990083	0	1	1	1	1	0	0
MARTIN'S POINT HEALTH CARE	2010	240696068.1	0	0	0	0	0	0	0	0	0
J & J WORLDWIDE SERVICES	2010	220537307.1	98750	0.000447	0	1	1	0	0	0	0
COMPUTER RESOURCE MANAGEMENT	1994	1585771	1585771	1	0	1	1	1	1	1	1
STG INTERNATIONAL	2013	184556543.4	75858298.88	0.41103	0	1	1	1	0	1	0
IT GROUP	2000	26860216	0	0	0	0	0	0	0	0	0
CONOCOPHILIPPS	2000	13600000	0	0	1	0	0	0	0	0	0
DYNAMICS TECHNOLOGY OF DE	2013	2460060.4	-924.6	-0.000375	0	1	1	0	0	0	0
BETAC INTERNATIONALORATIO	2000	85045938.74	8284683	0.097414	0	1	1	1	0	0	0
ELBIT SYSTEMS	2003	28607351	30120	0.001052	0	1	0	0	0	0	0
HOLLYFRONTIER	2003	90376778	0	0	1	0	0	0	0	0	0
TRUMAN ARNOLD COMPANIES	1994	1440537	1440537	1	0	1	1	1	1	1	1
INGENESIS	2009	7502345.22	7502345.22	1	0	1	1	1	1	1	1
RED STAR ENTERPRISES	2010	166738930.6	0	0	0	0	0	0	0	0	0
THE WORNICK COMPANY	2000	61790134	49620494	0.803048	0	1	1	1	1	0	0
KUWAIT PETROLEUM	2003	108033123	0	0	1	0	0	0	0	0	0
BAHRAIN PETROLEUM COMPANY	2006	477543336.5	0	0	1	0	0	0	0	0	0
GOODWAY GRAPHICS OF VIRGINIA	2007	9500	0	0	0	0	0	0	0	0	0
TBT JANITORIAL	2000	1860481	1860481	1	0	1	1	1	1	1	1
GOODWAY GRAPHICS OF VIRGINIA	2010	10035	3225	0.321375	0	1	1	1	1	0	0
TBT JANITORIAL	2003	1684630	1684630	1	0	1	1	1	1	1	1
DYNAMICS TECHNOLOGY OF DE	2010	7873897.93	182870.05	0.023224	0	1	1	1	1	0	0
PERSONNEL DECISIONS INTL	2010	17159320.46	596440.68	0.034758	0	1	1	1	1	0	0
LYKES LINES	2000	34903412	18033412	0.516666	0	1	1	1	1	0	0
AREBUSCH TRAVEL LODGE	2013	-1251.73	0	0	0	0	0	0	0	0	0
THE MAXIM GROUP	2007	3680	3680	1	0	1	1	1	1	1	1
"ENTRENA, SA"	2010	-2282.5	0	0	0	0	0	0	0	0	0
SECURITY FORCES	2010	319279.12	42509	0.13314	0	1	1	1	1	0	0
COLONNA SHIPYARD	2010	33895298.99	33633274.99	0.992269	0	1	1	1	1	1	0
UNIVERSITY OF FLORIDA	2007	11330625.13	762938.28	0.067334	0	1	0	1	0	0	0
ERDAS	2004	15404755.1	2988501.82	0.193998	0	1	1	1	1	0	0
GENERAL MILLS	2011	198524240.4	0	0	1	0	0	0	0	0	0
BWK TECHNOLOGIES	2014	444516	0	0	0	0	0	0	0	0	0
ENERGY CONVERSION DEVICES	2004	4086350	4086350	1	0	1	1	1	1	1	1
SIEMENS	2008	542037975.5	2012907.24	0.003713	1	1	0	1	0	1	0
EXIGEN	2008	98928	98928	1	0	1	1	1	1	1	1
CMH MANUFACTURING	2005	138967579	0	0	0	0	0	0	0	0	0
LAW ENGINEERING & ENVIRONMENTAL SERVICES	2011	18601.92	0	0	0	0	0	0	0	0	0
NORAM ENERGY	2002	1038000	0	0	0	0	0	0	0	0	0
OREGON FREEZE DRY	1999	927294	927294	1	0	1	1	1	1	1	1
ACE CLEANING S	2002	1724115	1724115	1	0	1	1	1	1	1	1
BATAVIA	2002	116718	116718	1	0	1	1	1	1	1	1
PIZZAGALLI PROPERTIES	2011	4916684.59	2686953.12	0.546496	0	1	1	1	1	0	0
TECHNOLOGY ASSESSMENT & TRANSF	2001	1168049	1168049	1	0	1	1	1	1	1	1
ELMA ELECTRONIC	2008	417509	399409	0.956647	0	1	1	1	1	0	0
